"loinc.part","part.name","labeled.paths","plus","period","obo_id","domain","ontology.priority","ols.search.rank","obo label","loinc.vs.label.cosine","best.match","best.cosine","iri","ontology_prefix","short_form","ontology_name","bp.onto.iri"
"LP18668-1","human antimouse","Lab -> SERO",FALSE,FALSE,"PR:P24821","proteins/genes",5,162,"tenascin (human)",0.148743469241251,"myotendinous antigen (human)",0.113813740257432,"http://purl.obolibrary.org/obo/PR_P24821","PR","PR_P24821","pr","http://data.bioontology.org/ontologies/PR"
"LP18687-1","cells.cd3-cd19+","Lab -> CELLMARK -> NA",TRUE,TRUE,"CL:0001201","cells",2,17,"b cell, cd19-positive",0.35342091270361,"cd19+ b cell",0.245752766734349,"http://purl.obolibrary.org/obo/CL_0001201","CL","CL_0001201","cl","http://data.bioontology.org/ontologies/CL"
"LP18687-1","cells.cd3-cd19+","Lab -> CELLMARK -> NA",TRUE,TRUE,"PR:000001002","proteins/genes",5,12,"cd19 molecule",0.265869651614202,"cd19 molecule",0.265869651614202,"http://purl.obolibrary.org/obo/PR_000001002","PR","PR_000001002","pr","http://data.bioontology.org/ontologies/PR"
"LP18693-9","aspergillus fumigatus 3","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Microorganism -> Fungus -> Aspergillus sp -> Aspergillus fumigatus",FALSE,FALSE,"NCBITaxon:746128","organisms",7,2,"aspergillus fumigatus",0.0221975859225905,"aspergillus fumigatus",0.0221975859225905,"http://purl.obolibrary.org/obo/NCBITaxon_746128","NCBITAXON","NCBITaxon_746128","ncbitaxon","http://data.bioontology.org/ontologies/NCBITAXON"
"LP18888-5","alpha hydroxyalprazolam","Lab -> DRUG/TOX -> Drugs -> Tranquilizers -> ALPRAZolam -> Hydroxyalprazolam",FALSE,FALSE,"CHEBI:62547","chemicals/drugs",3,6,"polyacyl alpha,alpha-trehalose",0.105727514041629,"polyacyl alpha,alpha-trehalose",0.105727514041629,"http://purl.obolibrary.org/obo/CHEBI_62547","CHEBI","CHEBI_62547","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP18987-5","lamellar bodies","Lab -> HEM/BC -> Hematology -> Nonhematic cells",FALSE,FALSE,"MP:0010889","pheonotypes",23,2,"small alveolar lamellar bodies",0.0361905938264705,"small alveolar lamellar bodies",0.0361905938264705,"http://purl.obolibrary.org/obo/MP_0010889","MP","MP_0010889","mp","http://data.bioontology.org/ontologies/MP"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0002511","cells",2,23,"cd11b-low, cd103-negative, langerin-negative lymph node dendritic cell",0.464310319287129,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0002511","CL","CL_0002511","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0002347","cells",2,12,"cd27-high, cd11b-high natural killer cell",0.424488430604836,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0002347","CL","CL_0002347","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0002512","cells",2,24,"cd11b-high, cd103-negative, langerin-negative lymph node dendritic cell",0.503294692807664,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0002512","CL","CL_0002512","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0002454","cells",2,21,"cd4-negative, cd8_alpha-negative, cd11b-positive dendritic cell",0.471005301589419,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0002454","CL","CL_0002454","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0002345","cells",2,22,"cd27-low, cd11b-low immature natural killer cell",0.409832893476525,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0002345","CL","CL_0002345","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"MP:0011071","pheonotypes",23,109,"absent club cells",0.324479470526801,"absent club cells",0.324479470526801,"http://purl.obolibrary.org/obo/MP_0011071","MP","MP_0011071","mp","http://data.bioontology.org/ontologies/MP"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0001003","cells",2,11,"mature cd8_alpha-negative cd11b-positive dendritic cell",0.462137521026641,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0001003","CL","CL_0001003","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:2000091","cells",2,56,"endometrial microvascular endothelial cells",0.456179841205236,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_2000091","CL","CL_2000091","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0002349","cells",2,14,"cd27-high, cd11b-low natural killer cell",0.357870482891433,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0002349","CL","CL_0002349","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0001001","cells",2,7,"immature cd8_alpha-negative cd11b-negative dendritic cell",0.499094769818041,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0001001","CL","CL_0001001","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0001005","cells",2,9,"mature cd8_alpha-positive cd11b-negative dendritic cell",0.462137521026641,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0001005","CL","CL_0001005","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0002426","cells",2,5,"cd11b-positive, cd27-positive natural killer cell",0.411826412121743,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0002426","CL","CL_0002426","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0001000","cells",2,8,"cd8_alpha-positive cd11b-negative dendritic cell",0.417900656719817,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0001000","CL","CL_0001000","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0000998","cells",2,3,"cd8_alpha-negative cd11b-negative dendritic cell",0.440442148807672,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0000998","CL","CL_0000998","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0000999","cells",2,2,"cd4-positive cd11b-positive dendritic cell",0.434299054921674,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0000999","CL","CL_0000999","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0000997","cells",2,4,"immature cd8_alpha-negative cd11b-positive dendritic cell",0.481601565975624,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0000997","CL","CL_0000997","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0002465","cells",2,1,"cd11b-positive dendritic cell",0.348130263959444,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0002465","CL","CL_0002465","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0001004","cells",2,10,"immature cd8_alpha-positive cd11b-negative dendritic cell",0.481601565975624,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0001004","CL","CL_0001004","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0001002","cells",2,6,"mature cd8_alpha-negative cd11b-negative dendritic cell",0.484213161600383,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0001002","CL","CL_0001002","cl","http://data.bioontology.org/ontologies/CL"
"LP19009-7","cells.cd11b","Lab -> CELLMARK -> NA",FALSE,TRUE,"CL:0002348","cells",2,13,"cd27-low, cd11b-high natural killer cell",0.357870482891433,"cell",0.306896719916328,"http://purl.obolibrary.org/obo/CL_0002348","CL","CL_0002348","cl","http://data.bioontology.org/ontologies/CL"
"LP19029-5","cells.cd27","Lab -> CELLMARK -> NA",FALSE,TRUE,"PR:000001309","proteins/genes",5,132,"cd70 molecule",0.264232792618041,"cd27l",0.163339973465924,"http://purl.obolibrary.org/obo/PR_000001309","PR","PR_000001309","pr","http://data.bioontology.org/ontologies/PR"
"LP19029-5","cells.cd27","Lab -> CELLMARK -> NA",FALSE,TRUE,"PR:000001963","proteins/genes",5,6,"cd27 molecule",0.202918858669545,"cd27 molecule",0.202918858669545,"http://purl.obolibrary.org/obo/PR_000001963","PR","PR_000001963","pr","http://data.bioontology.org/ontologies/PR"
"LP19061-8","cells.cd45ra","Lab -> CELLMARK -> NA",FALSE,TRUE,"MP:0000646","pheonotypes",23,102,"enlarged adrenocortical cells",0.240565666874934,"enlarged cortical cells",0.210176757295038,"http://purl.obolibrary.org/obo/MP_0000646","MP","MP_0000646","mp","http://data.bioontology.org/ontologies/MP"
"LP19142-6","methsuximide+normethsuximide","Lab -> DRUG/TOX -> Drugs -> NA -> Anticonvulsants -> Methsuximide",TRUE,FALSE,"CHEBI:6846","chemicals/drugs",3,2,"methsuximide",0.0266714732154247,"methsuximide",0.0266714732154247,"http://purl.obolibrary.org/obo/CHEBI_6846","CHEBI","CHEBI_6846","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP19142-6","methsuximide+normethsuximide","Lab -> DRUG/TOX -> Drugs -> NA -> Anticonvulsants -> Methsuximide",TRUE,FALSE,"DRON:00011089","chemicals/drugs",12,1,"methsuximide",0.0266714732154247,"methsuximide",0.0266714732154247,"http://purl.obolibrary.org/obo/DRON_00011089","DRON","DRON_00011089","dron","http://data.bioontology.org/ontologies/DRON"
"LP19165-7","neuronal","Lab -> SERO",FALSE,FALSE,"GO:0071598","go",16,54,"neuronal ribonucleoprotein granule",0.0871290708247233,"neuronal rna granule",0.0790890797276192,"http://purl.obolibrary.org/obo/GO_0071598","GO","GO_0071598","go","http://data.bioontology.org/ontologies/GO"
"LP19223-4","streptococcus pneumoniae 9","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Microorganism -> Bacteria. -> Streptococcus sp -> Streptococcus pneumoniae -> Deprecated Streptococcus pneumoniae U.S. serotypes",FALSE,FALSE,"NCBITaxon:373153","organisms",7,64,"streptococcus pneumoniae d39",0.0173926311189651,"streptococcus pneumoniae d39",0.0173926311189651,"http://purl.obolibrary.org/obo/NCBITaxon_373153","NCBITAXON","NCBITaxon_373153","ncbitaxon","http://data.bioontology.org/ontologies/NCBITAXON"
"LP19223-4","streptococcus pneumoniae 9","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Microorganism -> Bacteria. -> Streptococcus sp -> Streptococcus pneumoniae -> Deprecated Streptococcus pneumoniae U.S. serotypes",FALSE,FALSE,"XCO:0000477","clinical",17,4,"streptococcus pneumoniae d39",0.0173926311189651,"streptococcus pneumoniae d39",0.0173926311189651,"http://purl.obolibrary.org/obo/XCO_0000477","XCO","XCO_0000477","xco","http://data.bioontology.org/ontologies/XCO"
"LP19250-7","21-hydroxylase","Lab -> SERO -> NA -> Adrenal",FALSE,FALSE,"PR:000006105","proteins/genes",5,3,"steroid 21-hydroxylase",0.0996324280018287,"steroid 21-hydroxylase",0.0996324280018287,"http://purl.obolibrary.org/obo/PR_000006105","PR","PR_000006105","pr","http://data.bioontology.org/ontologies/PR"
"LP19251-5","lipoprotein.beta.subparticle","Lab -> Chemistry and Chemistry challenge -> CHEM -> Lipoprotein -> Lipoprotein pattern -> Lipoprotein.beta",FALSE,TRUE,"GO:1990777","go",16,19,"lipoprotein particle",0.112755737717972,"lipoprotein particle",0.112755737717972,"http://purl.obolibrary.org/obo/GO_1990777","GO","GO_1990777","go","http://data.bioontology.org/ontologies/GO"
"LP19251-5","lipoprotein.beta.subparticle","Lab -> Chemistry and Chemistry challenge -> CHEM -> Lipoprotein -> Lipoprotein pattern -> Lipoprotein.beta",FALSE,TRUE,"CHEBI:39026","chemicals/drugs",3,110,"low-density lipoprotein",0.217376207875074,"beta-lipoproteins",0.0858620737830925,"http://purl.obolibrary.org/obo/CHEBI_39026","CHEBI","CHEBI_39026","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP19274-7","cells.cd16+cd56+","Lab -> CELLMARK -> NA",TRUE,TRUE,"MONDO:0019467","pheonotypes",13,4,"cd4+/cd56+ hematodermic neoplasm",0.360990349577306,"cd4+/cd56+ hematodermic neoplasm",0.360990349577306,"http://purl.obolibrary.org/obo/MONDO_0019467","MONDO","MONDO_0019467","mondo","http://data.bioontology.org/ontologies/MONDO"
"LP19274-7","cells.cd16+cd56+","Lab -> CELLMARK -> NA",TRUE,TRUE,"CL:0000939","cells",2,1,"cd16-positive, cd56-dim natural killer cell",0.404120428468876,"cd16+cd56+ nk cell",0.123285992480791,"http://purl.obolibrary.org/obo/CL_0000939","CL","CL_0000939","cl","http://data.bioontology.org/ontologies/CL"
"LP19281-2","hemoglobin.other","Lab -> HEM/BC -> Hematology -> Hemoglobin disorders",FALSE,TRUE,"CHEBI:35143","chemicals/drugs",3,3,"hemoglobin",0.0941783726843233,"hemoglobin",0.0941783726843233,"http://purl.obolibrary.org/obo/CHEBI_35143","CHEBI","CHEBI_35143","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP19281-2","hemoglobin.other","Lab -> HEM/BC -> Hematology -> Hemoglobin disorders",FALSE,TRUE,"FMA:62293","anatomy",10,2,"hemoglobin",0.0941783726843233,"hemoglobin",0.0941783726843233,"http://purl.obolibrary.org/obo/FMA_62293","FMA","FMA_62293","fma","http://data.bioontology.org/ontologies/FMA"
"LP19282-0","pelger huet cells","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Granulocytes",FALSE,FALSE,"MP:0002762","pheonotypes",23,96,"ectopic cerebellar granule cells",0.0982999040351259,"heterotopic granule cells",0.0967224956457101,"http://purl.obolibrary.org/obo/MP_0002762","MP","MP_0002762","mp","http://data.bioontology.org/ontologies/MP"
"LP19282-0","pelger huet cells","Lab -> HEM/BC -> Hematology -> Cell fractions -> Myeloid cells -> Leukocytes -> Granulocytes",FALSE,FALSE,"FMA:68925","anatomy",10,125,"set of peripheral neuroglial cells",0.104714106584608,"peripheral neuroglial cells set",0.0866140825073805,"http://purl.obolibrary.org/obo/FMA_68925","FMA","FMA_68925","fma","http://data.bioontology.org/ontologies/FMA"
"LP19292-9","methylenedioxyamphetamine","Lab -> DRUG/TOX -> Drugs -> NA -> Amphetamine -> Methylenedioxymethamphetamine",FALSE,FALSE,"CHEBI:1391","chemicals/drugs",3,1,"3,4-methylenedioxymethamphetamine",0.0305415820881483,"3,4-methylenedioxymethamphetamine",0.0305415820881483,"http://purl.obolibrary.org/obo/CHEBI_1391","CHEBI","CHEBI_1391","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP19333-1","ku","Lab -> SERO",FALSE,FALSE,"CHEBI:33346","chemicals/drugs",3,153,"rutherfordium atom",0.75,"ku",0,"http://purl.obolibrary.org/obo/CHEBI_33346","CHEBI","CHEBI_33346","chebi","http://data.bioontology.org/ontologies/CHEBI"
"LP19333-1","ku","Lab -> SERO",FALSE,FALSE,"NCBITaxon:684753","organisms",7,25,"kuckuckia sp. ku-1228",0.262135212627378,"kuckuckia sp. ku-1228",0.262135212627378,"http://purl.obolibrary.org/obo/NCBITaxon_684753","NCBITAXON","NCBITaxon_684753","ncbitaxon","http://data.bioontology.org/ontologies/NCBITAXON"
"LP19333-1","ku","Lab -> SERO",FALSE,FALSE,"NCBITaxon:684754","organisms",7,26,"kuckuckia sp. ku-1229",0.262135212627378,"kuckuckia sp. ku-1229",0.262135212627378,"http://purl.obolibrary.org/obo/NCBITaxon_684754","NCBITAXON","NCBITaxon_684754","ncbitaxon","http://data.bioontology.org/ontologies/NCBITAXON"
"LP193331-8","htlv i+ii p19","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Microorganism -> Virus -> HTLV I & II -> HTLV I & II panel",TRUE,FALSE,"MONDO:0021183","pheonotypes",13,23,"htlv-2 infection",0.395185263240994,"htlv ii infect",0.198216274262727,"http://purl.obolibrary.org/obo/MONDO_0021183","MONDO","MONDO_0021183","mondo","http://data.bioontology.org/ontologies/MONDO"
"LP193331-8","htlv i+ii p19","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Microorganism -> Virus -> HTLV I & II -> HTLV I & II panel",TRUE,FALSE,"CLO:0003613","cells",11,18,"h9/htlv-iiib cell",0.25533128841386,"h9/htlv-iiib cell",0.25533128841386,"http://purl.obolibrary.org/obo/CLO_0003613","CLO","CLO_0003613","clo","http://data.bioontology.org/ontologies/CLO"
"LP19334-9","mi-2","Lab -> SERO",FALSE,FALSE,"NCBITaxon:685835","organisms",7,2,"bacterium mi-2",0.292893218813452,"bacterium mi-2",0.292893218813452,"http://purl.obolibrary.org/obo/NCBITaxon_685835","NCBITAXON","NCBITaxon_685835","ncbitaxon","http://data.bioontology.org/ontologies/NCBITAXON"
"LP19334-9","mi-2","Lab -> SERO",FALSE,FALSE,"PR:O97159","proteins/genes",5,4,"chromodomain-helicase-dna-binding protein mi-2 homolog (fruit fly)",0.501941754908248,"mi-2",0,"http://purl.obolibrary.org/obo/PR_O97159","PR","PR_O97159","pr","http://data.bioontology.org/ontologies/PR"
"LP19335-6","broad cast","Lab -> UA -> Casts",FALSE,FALSE,"HP:0010027","pheonotypes",20,105,"broad 1st metacarpal",0.110243478997391,"broad 1st metacarpal",0.110243478997391,"http://purl.obolibrary.org/obo/HP_0010027","HP","HP_0010027","hp","http://data.bioontology.org/ontologies/HP"
"LP19345-5","acremonium","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"NCBITaxon:159075","organisms",7,105,"acremonium <hypocreales incertae sedis>",0.260204557125892,"acremonium",0,"http://purl.obolibrary.org/obo/NCBITaxon_159075","NCBITAXON","NCBITaxon_159075","ncbitaxon","http://data.bioontology.org/ontologies/NCBITAXON"
"LP19345-5","acremonium","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"NCBITaxon:870251","organisms",7,59,"acremonium salmoneum",0.0645856533065147,"acremonium salmoneum",0.0645856533065147,"http://purl.obolibrary.org/obo/NCBITaxon_870251","NCBITAXON","NCBITaxon_870251","ncbitaxon","http://data.bioontology.org/ontologies/NCBITAXON"
"LP19349-7","pigweed common","Lab -> ALLERGY -> NA -> NA",FALSE,FALSE,"FOODON:03412717","food",8,44,"common periwinkle",0.13933703417613,"common periwinkle",0.13933703417613,"http://purl.obolibrary.org/obo/FOODON_03412717","FOODON","FOODON_03412717","foodon","http://data.bioontology.org/ontologies/FOODON"
"LP193963-8","serotonin release 0.1 iu/ml heparin.unfractionated","Lab -> SERO -> Serotonin release -> Serotonin release 0.1 IU/mL heparin",FALSE,TRUE,"DRON:00068848","chemicals/drugs",12,120,"heparin sodium, porcine 0.5 unt/ml injectable solution",0.0863235209330308,"heparin sodium, porcine 0.5 unt/ml injectable solution",0.0863235209330308,"http://purl.obolibrary.org/obo/DRON_00068848","DRON","DRON_00068848","dron","http://data.bioontology.org/ontologies/DRON"
"LP193963-8","serotonin release 0.1 iu/ml heparin.unfractionated","Lab -> SERO -> Serotonin release -> Serotonin release 0.1 IU/mL heparin",FALSE,TRUE,"DRON:00068846","chemicals/drugs",12,118,"heparin sodium, porcine 0.2 unt/ml injectable solution",0.0863235209330308,"heparin sodium, porcine 0.2 unt/ml injectable solution",0.0863235209330308,"http://purl.obolibrary.org/obo/DRON_00068846","DRON","DRON_00068846","dron","http://data.bioontology.org/ontologies/DRON"
"LP193970-3","serotonin release 100 iu/ml heparin.unfractionated","Lab -> SERO -> Serotonin release -> Serotonin release 100 IU/mL heparin",FALSE,TRUE,"DRON:00068729","chemicals/drugs",12,14,"heparin sodium, porcine 100 unt/ml injectable solution",0.0799125875435278,"heparin sodium, porcine 100 unt/ml injectable solution",0.0799125875435278,"http://purl.obolibrary.org/obo/DRON_00068729","DRON","DRON_00068729","dron","http://data.bioontology.org/ontologies/DRON"
"LP19423-0","cytokeratin 19","Lab -> Chemistry and Chemistry challenge -> CHEM -> Protein -> Keratin",FALSE,FALSE,"PR:000009459","proteins/genes",5,1,"keratin, type i cytoskeletal 19",0.145295676552715,"cytokeratin-19",0.0625,"http://purl.obolibrary.org/obo/PR_000009459","PR","PR_000009459","pr","http://data.bioontology.org/ontologies/PR"
"LP19492-5","thiopurine methyltransferase","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes",FALSE,FALSE,"PR:000016583","proteins/genes",5,3,"thiopurine s-methyltransferase",0.014334234186084,"thiopurine methyltransferase",0,"http://purl.obolibrary.org/obo/PR_000016583","PR","PR_000016583","pr","http://data.bioontology.org/ontologies/PR"
"LP19547-6","synovial lining cell","Lab -> HEM/BC -> Hematology -> Nonhematic cells",FALSE,FALSE,"FMA:66758","anatomy",10,13,"synovial intima",0.203813436763555,"synovial lining layer",0.0548879881327053,"http://purl.obolibrary.org/obo/FMA_66758","FMA","FMA_66758","fma","http://data.bioontology.org/ontologies/FMA"
"LP19547-6","synovial lining cell","Lab -> HEM/BC -> Hematology -> Nonhematic cells",FALSE,FALSE,"CL:0000213","cells",2,1,"lining cell",0.066940294472709,"lining cell",0.066940294472709,"http://purl.obolibrary.org/obo/CL_0000213","CL","CL_0000213","cl","http://data.bioontology.org/ontologies/CL"
"LP19719-1","hbb gene","Lab -> MOLPATH -> Genes -> MOLPATH.MUT",FALSE,FALSE,"VO:0000157","vaccines",9,38,"hiv gene",0.269703256659779,"hiv gene",0.269703256659779,"http://purl.obolibrary.org/obo/VO_0000157","VO","VO_0000157","vo","http://data.bioontology.org/ontologies/VO"
"LP19719-1","hbb gene","Lab -> MOLPATH -> Genes -> MOLPATH.MUT",FALSE,FALSE,"OGG:3000003043","proteins/genes",14,1,"hbb",0.354502775632097,"hemoglobin, beta",0.261451054124004,"http://purl.obolibrary.org/obo/OGG_3000003043","OGG","OGG_3000003043","ogg","http://data.bioontology.org/ontologies/OGG"
"LP20851-9","staphylococcus aureus enterotoxin a","Lab -> ALLERGY -> NA -> NA -> Staphylococcus aureus",FALSE,FALSE,"PR:P0A0L2","proteins/genes",5,1,"enterotoxin type a (staphylococcus aureus)",0.023635568958281,"enterotoxin type a (staphylococcus aureus)",0.023635568958281,"http://purl.obolibrary.org/obo/PR_P0A0L2","PR","PR_P0A0L2","pr","http://data.bioontology.org/ontologies/PR"
"LP20851-9","staphylococcus aureus enterotoxin a","Lab -> Microbiology and Antimicrobial susceptibility -> MICRO -> Microorganism -> Bacteria. -> Staphylococcus sp -> Staphylococcus aureus",FALSE,FALSE,"PR:P0A0L2","proteins/genes",5,1,"enterotoxin type a (staphylococcus aureus)",0.023635568958281,"enterotoxin type a (staphylococcus aureus)",0.023635568958281,"http://purl.obolibrary.org/obo/PR_P0A0L2","PR","PR_P0A0L2","pr","http://data.bioontology.org/ontologies/PR"
"LP20874-1","alkaline phosphatase.other fraction","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Alkaline phosphatase -> Alkaline phosphatase isoenzymes",FALSE,TRUE,"GO:0010692","go",16,31,"regulation of alkaline phosphatase activity",0.0629107829470845,"regulation of alkaline phosphatase activity",0.0629107829470845,"http://purl.obolibrary.org/obo/GO_0010692","GO","GO_0010692","go","http://data.bioontology.org/ontologies/GO"
"LP20874-1","alkaline phosphatase.other fractions","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Alkaline phosphatase -> Alkaline phosphatase isoenzymes",FALSE,TRUE,"GO:0004035","go",16,9,"alkaline phosphatase activity",0.0896335225373952,"alkaline phosphomonoesterase activity",0.0551690113621794,"http://purl.obolibrary.org/obo/GO_0004035","GO","GO_0004035","go","http://data.bioontology.org/ontologies/GO"
"LP20875-8","creatine kinase.macromolecular.type 1","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Creatine kinase -> Creatine kinase isoenzymes",FALSE,TRUE,"OBA:0006026","pheonotypes",24,53,"creatine kinase complex amount",0.0898219112907511,"creatine kinase complex amount",0.0898219112907511,"http://purl.obolibrary.org/obo/OBA_0006026","OBA","OBA_0006026","oba","http://data.bioontology.org/ontologies/OBA"
"LP20876-6","creatine kinase.macromolecular.type 2","Lab -> Chemistry and Chemistry challenge -> CHEM -> Enzymes -> Creatine kinase -> Creatine kinase isoenzymes",FALSE,TRUE,"OBA:0006026","pheonotypes",24,53,"creatine kinase complex amount",0.0898219112907511,"creatine kinase complex amount",0.0898219112907511,"http://purl.obolibrary.org/obo/OBA_0006026","OBA","OBA_0006026","oba","http://data.bioontology.org/ontologies/OBA"
"LP20877-4","sialate.lipid bound","Lab -> Chemistry and Chemistry challenge -> CHEM -> NA -> Sialate",FALSE,TRUE,"GO:0048017","go",16,98,"inositol lipid-mediated signaling",0.114481904613713,"inositol lipid-mediated signal transduction",0.0997458601373336,"http://purl.obolibrary.org/obo/GO_0048017","GO","GO_0048017","go","http://data.bioontology.org/ontologies/GO"
"LP20877-4","sialate.lipid bound","Lab -> Chemistry and Chemistry challenge -> CHEM -> NA -> Sialate",FALSE,TRUE,"GO:0046460","go",16,105,"neutral lipid biosynthetic process",0.206636496241981,"neutral lipid anabolism",0.089684760577168,"http://purl.obolibrary.org/obo/GO_0046460","GO","GO_0046460","go","http://data.bioontology.org/ontologies/GO"
"LP21159-6","cells.cd4+cd45ra+","Lab -> CELLMARK -> NA",TRUE,TRUE,"CL:0000999","cells",2,77,"cd4-positive cd11b-positive dendritic cell",0.487987346689815,"dc.4+",0.196780671097501,"http://purl.obolibrary.org/obo/CL_0000999","CL","CL_0000999","cl","http://data.bioontology.org/ontologies/CL"
"LP21159-6","cells.cd4+cd45ra+","Lab -> CELLMARK -> NA",TRUE,TRUE,"OGG:3000000920","proteins/genes",14,21,"cd4",0.274133813688702,"cd4",0.274133813688702,"http://purl.obolibrary.org/obo/OGG_3000000920","OGG","OGG_3000000920","ogg","http://data.bioontology.org/ontologies/OGG"
"LP21258-6","oxygen saturation","Lab -> Chemistry and Chemistry challenge -> CHEM -> NA -> Oxygen",FALSE,FALSE,"HP:0030874","pheonotypes",20,51,"oxygen desaturation on exertion",0.0779832200394965,"oxygen desaturation on exertion",0.0779832200394965,"http://purl.obolibrary.org/obo/HP_0030874","HP","HP_0030874","hp","http://data.bioontology.org/ontologies/HP"
"LP21258-6","oxygen saturation","CLIN -> Vital signs -> Hemodyn -> HEMODYN.MOLEC",FALSE,FALSE,"HP:0030874","pheonotypes",20,51,"oxygen desaturation on exertion",0.0779832200394965,"oxygen desaturation on exertion",0.0779832200394965,"http://purl.obolibrary.org/obo/HP_0030874","HP","HP_0030874","hp","http://data.bioontology.org/ontologies/HP"
"LP21258-6","oxygen saturation","CLIN -> PULM",FALSE,FALSE,"HP:0030874","pheonotypes",20,51,"oxygen desaturation on exertion",0.0779832200394965,"oxygen desaturation on exertion",0.0779832200394965,"http://purl.obolibrary.org/obo/HP_0030874","HP","HP_0030874","hp","http://data.bioontology.org/ontologies/HP"
