"LoincNumber","priority","LongCommonName","PartNumber","PartName","PartCodeSystem","PartTypeName","LinkTypeName","Property","loinc.part.name","obo.uri","obo.label","rank","justification"
"42338-4",4,"Herpes simplex virus 2 glycoprotein G IgG Ab [Units/volume] in Serum","LP14558-8","Herpes simplex virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Herpes simplex virus","http://purl.bioontology.org/ontology/NCBITAXON/10294","",NA,"BioPortal mapping"
"42338-4",4,"Herpes simplex virus 2 glycoprotein G IgG Ab [Units/volume] in Serum","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"42338-4",4,"Herpes simplex virus 2 glycoprotein G IgG Ab [Units/volume] in Serum","LP14401-1","Herpes simplex virus 2","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Herpes simplex virus 2","http://purl.obolibrary.org/obo/NCBITaxon_10310","Human alphaherpesvirus 2",NA,"LOINC provided mappings"
"42481-2",4,"Human papilloma virus 6+11+42+43+44 DNA [Presence] in Cervix by Probe with signal amplification","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"42481-2",4,"Human papilloma virus 6+11+42+43+44 DNA [Presence] in Cervix by Probe with signal amplification","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"42663-5",4,"HLA-Cw locus [Type]","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"42664-3",4,"HLA-Cw [Type]","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"42771-6",4,"Streptococcus pneumoniae serotype IgG Ab [Interpretation] in Serum Narrative","LP14410-2","Streptococcus pneumoniae","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Streptococcus pneumoniae","http://purl.obolibrary.org/obo/NCBITaxon_1313","Streptococcus pneumoniae",NA,"LOINC provided mappings"
"42936-5",4,"Intercellular substance IgA Ab [Presence] in Serum by Immunofluorescence","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"42937-3",4,"Acetylcholine receptor blocking Ab/Acetylcholine Ab.total in Serum","LP15314-5","Acetylcholine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Acetylcholine","http://purl.obolibrary.org/obo/CHEBI_15355","acetylcholine",NA,"LOINC provided mappings"
"42937-3",4,"Acetylcholine receptor blocking Ab/Acetylcholine Ab.total in Serum","LP17722-7","Acetylcholine receptor","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Acetylcholine receptor","http://purl.org/sig/ont/fma/fma67251","",NA,"BioPortal mapping"
"42938-1",4,"CFTR gene allele 1 [Presence] in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"43171-8",4,"Interleukin 2 receptor [Units/volume] in Serum or Plasma","LP16470-4","Interleukin 2","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Interleukin 2","http://purl.obolibrary.org/obo/CHEBI_5940","Interleukin-2",NA,"LOINC provided mappings"
"43273-2",4,"CD19+CD27+IgD+ cells/100 cells in Blood or Tissue","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"43273-2",4,"CD19+CD27+IgD+ cells/100 cells in Blood or Tissue","LP17759-9","CD19","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD19","http://purl.obolibrary.org/obo/OGG_3000000930","",NA,"BioPortal mapping"
"43273-2",4,"CD19+CD27+IgD+ cells/100 cells in Blood or Tissue","LP68373-7","CD27","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD27","http://purl.obolibrary.org/obo/PR_000001963","",NA,"BioPortal mapping"
"43284-9",4,"Spermatozoa IgA binding location [Identifier] in Semen","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"43290-6",4,"HLA-DRB1 [Presence]","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"43291-4",4,"HLA-DQB1 [Presence]","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"43396-1",4,"Cholesterol non HDL [Mass/volume] in Serum or Plasma","LP15493-7","Cholesterol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol","http://purl.obolibrary.org/obo/CHEBI_16113","cholesterol",NA,"LOINC provided mappings"
"43397-9",4,"dRVVT factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma","LP14596-8","Plasma","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Plasma","http://purl.obolibrary.org/obo/MA_0002501","",NA,"BioPortal mapping"
"43399-5",4,"JAK2 gene p.Val617Phe [Presence] in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"43406-8",4,"Chlamydia trachomatis+Neisseria gonorrhoeae DNA [Presence] in Unspecified specimen by Probe with signal amplification","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"43583-4",4,"Lipoprotein a [Moles/volume] in Serum or Plasma","LP15711-2","Lipoprotein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein","http://purl.obolibrary.org/obo/CHEBI_6495","lipoprotein",NA,"LOINC provided mappings"
"43638-6",4,"Aquaporin 4 water channel IgG Ab [Presence] in Serum or Plasma","LP99666-7","Water","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Water","http://purl.obolibrary.org/obo/CHEBI_15377","water",NA,"LOINC provided mappings"
"43727-7",4,"Lipoprotein.beta.subparticle.small [Moles/volume] in Serum or Plasma","LP15709-6","Lipoprotein.beta","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein.beta","http://purl.obolibrary.org/obo/CHEBI_39026","low-density lipoprotein",NA,"LOINC provided mappings"
"43727-7",4,"Lipoprotein.beta.subparticle.small [Moles/volume] in Serum or Plasma","LP15711-2","Lipoprotein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein","http://purl.obolibrary.org/obo/CHEBI_6495","lipoprotein",NA,"LOINC provided mappings"
"43728-5",4,"Lipoprotein.pre-beta.subparticle.large [Moles/volume] in Serum or Plasma","LP15710-4","Lipoprotein.pre-beta","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein.pre-beta","http://purl.obolibrary.org/obo/CHEBI_39027","very-low-density lipoprotein",NA,"LOINC provided mappings"
"43728-5",4,"Lipoprotein.pre-beta.subparticle.large [Moles/volume] in Serum or Plasma","LP15711-2","Lipoprotein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein","http://purl.obolibrary.org/obo/CHEBI_6495","lipoprotein",NA,"LOINC provided mappings"
"43729-3",4,"Lipoprotein.alpha.subparticle.large [Moles/volume] in Serum or Plasma","LP15708-8","Lipoprotein.alpha","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein.alpha","http://purl.obolibrary.org/obo/CHEBI_39025","high-density lipoprotein",NA,"LOINC provided mappings"
"43729-3",4,"Lipoprotein.alpha.subparticle.large [Moles/volume] in Serum or Plasma","LP15711-2","Lipoprotein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein","http://purl.obolibrary.org/obo/CHEBI_6495","lipoprotein",NA,"LOINC provided mappings"
"43880-4",4,"Bordetella pertussis filamentous hemagglutinin IgA Ab [Presence] in Serum","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"43880-4",4,"Bordetella pertussis filamentous hemagglutinin IgA Ab [Presence] in Serum","LP14371-6","Bordetella pertussis","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Bordetella pertussis","http://purl.obolibrary.org/obo/NCBITaxon_520","Bordetella pertussis",NA,"LOINC provided mappings"
"43881-2",4,"Bordetella pertussis filamentous hemagglutinin IgG Ab [Presence] in Serum","LP14371-6","Bordetella pertussis","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Bordetella pertussis","http://purl.obolibrary.org/obo/NCBITaxon_520","Bordetella pertussis",NA,"LOINC provided mappings"
"43882-0",4,"Bordetella pertussis filamentous hemagglutinin IgM Ab [Presence] in Serum","LP14371-6","Bordetella pertussis","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Bordetella pertussis","http://purl.obolibrary.org/obo/NCBITaxon_520","Bordetella pertussis",NA,"LOINC provided mappings"
"44005-7",4,"Chlamydia trachomatis D and K IgA and IgG and IgM [Interpretation] in Serum","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"44079-2",4,"Chlamydia trachomatis IgA and IgG and IgM [Interpretation] in Serum","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"44081-8",4,"Chlamydophila psittaci IgA and IgG and IgM [Interpretation] in Serum","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"44705-2",4,"ALS4 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"44706-0",4,"Actin smooth muscle IgG Ab [Units/volume] in Serum","LP16762-4","Smooth muscle","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Smooth muscle","http://purl.obolibrary.org/obo/WBbt_0005781","",NA,"BioPortal mapping"
"44706-0",4,"Actin smooth muscle IgG Ab [Units/volume] in Serum","LP16762-4","Smooth muscle","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Smooth muscle","http://purl.obolibrary.org/obo/ZFA_0005274","",NA,"BioPortal mapping"
"44706-0",4,"Actin smooth muscle IgG Ab [Units/volume] in Serum","LP32940-6","Muscle","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Muscle","http://purl.org/sig/ont/fma/fma30316","",NA,"BioPortal mapping"
"44706-0",4,"Actin smooth muscle IgG Ab [Units/volume] in Serum","LP14639-6","Actin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Actin","http://purl.org/sig/ont/fma/fma67843","",NA,"BioPortal mapping"
"44728-4",4,"HLA-DQA1 [Presence]","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"44794-6",4,"Aquaporin 4 water channel IgG Ab [Titer] in Serum or Plasma by Immunofluorescence","LP99666-7","Water","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Water","http://purl.obolibrary.org/obo/CHEBI_15377","water",NA,"LOINC provided mappings"
"44871-2",4,"HIV 1 proviral DNA [Presence] in Blood by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"44871-2",4,"HIV 1 proviral DNA [Presence] in Blood by NAA with probe detection","LP17126-1","HIV","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV","http://purl.obolibrary.org/obo/NCBITaxon_12721","Human immunodeficiency virus",NA,"LOINC provided mappings"
"44871-2",4,"HIV 1 proviral DNA [Presence] in Blood by NAA with probe detection","LP14307-0","HIV 1","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV 1","http://purl.obolibrary.org/obo/NCBITaxon_11676","Human immunodeficiency virus 1",NA,"LOINC provided mappings"
"44877-9",4,"Insulin dependent diabetes mellitus [Presence]","LP14676-8","Insulin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Insulin","http://purl.obolibrary.org/obo/CHEBI_145810","",NA,"BioPortal mapping"
"44909-0",4,"5-Hydroxyindoleacetate and Creatinine [Interpretation] in Urine","LP15097-6","5-Hydroxyindoleacetate","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","5-Hydroxyindoleacetate","http://purl.obolibrary.org/obo/CHEBI_62622","(5-hydroxyindol-3-yl)acetate",NA,"LOINC provided mappings"
"44909-0",4,"5-Hydroxyindoleacetate and Creatinine [Interpretation] in Urine","LP14355-9","Creatinine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Creatinine","http://purl.obolibrary.org/obo/CHEBI_16737","creatinine",NA,"LOINC provided mappings"
"45025-4",4,"HLA-A SBT [Type] by High resolution","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"45028-8",4,"HLA-B SBT [Type] by High resolution","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"4503-9",4,"Complement C4b binding protein [Mass/volume] in Serum or Plasma","LP15838-3","Protein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Protein","http://purl.obolibrary.org/obo/CHEBI_36080","protein",NA,"LOINC provided mappings"
"45030-4",4,"HLA-DRB1 SBT [Type] by High resolution","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"45155-9",4,"Heparin induced platelet Ab [Units/volume] in Serum","LP16902-6","Platelet factor 4","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Platelet factor 4","http://purl.obolibrary.org/obo/PR_000012569","",NA,"BioPortal mapping"
"45155-9",4,"Heparin induced platelet Ab [Units/volume] in Serum","LP15998-5","Heparin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Heparin","http://purl.obolibrary.org/obo/CHEBI_28304","heparin",NA,"LOINC provided mappings"
"45155-9",4,"Heparin induced platelet Ab [Units/volume] in Serum","LP16772-3","Platelet","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Platelet","http://purl.obolibrary.org/obo/CL_0000233","",NA,"BioPortal mapping"
"45182-3",4,"HIV phenotype [Susceptibility]","LP17126-1","HIV","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV","http://purl.obolibrary.org/obo/NCBITaxon_12721","Human immunodeficiency virus",NA,"LOINC provided mappings"
"45190-6",4,"CASR gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"45194-8",4,"Choriogonadotropin.intact+Beta subunit [Units/volume] in Serum or Plasma","LP14651-1","Choriogonadotropin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Choriogonadotropin","http://purl.obolibrary.org/obo/CHEBI_81570","Chorionic gonadotropin",NA,"LOINC provided mappings"
"45284-7",4,"DPYD gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"45321-7",4,"FMR1 gene allele 1 CGG repeats [Entitic number] in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"45322-5",4,"FMR1 gene allele 2 CGG repeats [Entitic number] in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"45323-3",4,"Mycobacterium tuberculosis tuberculin stimulated gamma interferon [Presence] in Blood","LP16468-8","Interferon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Interferon","http://purl.obolibrary.org/obo/CHEBI_52999","",NA,"BioPortal mapping"
"45323-3",4,"Mycobacterium tuberculosis tuberculin stimulated gamma interferon [Presence] in Blood","LP16659-2","Mycobacterium tuberculosis","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Mycobacterium tuberculosis","http://purl.obolibrary.org/obo/NCBITaxon_1773","Mycobacterium tuberculosis",NA,"LOINC provided mappings"
"4537-7",4,"Erythrocyte sedimentation rate by Westergren method","LP16699-8","Erythrocyte","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","",NA,"BioPortal mapping"
"45390-2",4,"Epithelial cells.squamous [#/area] in Urine sediment by Microscopy low power field","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"4547-6",4,"Hemoglobin A1/Hemoglobin.total in Blood","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"4548-4",4,"Hemoglobin A1c/Hemoglobin.total in Blood","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"4563-3",4,"Hemoglobin C/Hemoglobin.total in Blood","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"4575-7",4,"Hemoglobin E/Hemoglobin.total in Blood","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"46128-5",4,"Tissue transglutaminase IgA Ab [Units/volume] in Serum by Immunoassay","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"46137-6",4,"Triple phosphate crystals [#/area] in Urine sediment by Microscopy high power field","LP14912-7","Phosphate","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Phosphate","http://purl.obolibrary.org/obo/CHEBI_26020","phosphate",NA,"LOINC provided mappings"
"46137-6",4,"Triple phosphate crystals [#/area] in Urine sediment by Microscopy high power field","LP16849-9","Crystals","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","crystal","http://purl.obolibrary.org/obo/FOODON_03430143","crystal",0,"ols text search exact matches"
"4621-9",4,"Hemoglobin S [Presence] in Blood","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"46217-6",4,"Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"46217-6",4,"Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] in Blood","LP68352-1","CD4","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD4","http://purl.obolibrary.org/obo/PR_000001004","",NA,"BioPortal mapping"
"46217-6",4,"Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] in Blood","LP16659-2","Mycobacterium tuberculosis","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Mycobacterium tuberculosis","http://purl.obolibrary.org/obo/NCBITaxon_1773","Mycobacterium tuberculosis",NA,"LOINC provided mappings"
"46217-6",4,"Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] in Blood","LP16468-8","Interferon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Interferon","http://purl.obolibrary.org/obo/CHEBI_52999","",NA,"BioPortal mapping"
"4625-0",4,"Hemoglobin S/Hemoglobin.total in Blood","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"46252-3",4,"Acylcarnitine pattern [Interpretation] in Serum or Plasma","LP15318-6","Acylcarnitine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Acylcarnitine","http://purl.obolibrary.org/obo/CHEBI_15414","S-adenosyl-L-methionine",NA,"LOINC provided mappings"
"46455-2",4,"Shigella sp DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"46718-3",4,"Aquaporin 4 water channel IgG Ab [Presence] in Cerebral spinal fluid","LP99666-7","Water","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Water","http://purl.obolibrary.org/obo/CHEBI_15377","water",NA,"LOINC provided mappings"
"46725-8",4,"Tropheryma whippelii DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"46986-6",4,"Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma","LP15493-7","Cholesterol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol","http://purl.obolibrary.org/obo/CHEBI_16113","cholesterol",NA,"LOINC provided mappings"
"46986-6",4,"Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma","LP15492-9","Cholesterol.in VLDL","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol.in VLDL","http://purl.obolibrary.org/obo/CHEBI_47773","very-low-density lipoprotein cholesterol",NA,"LOINC provided mappings"
"46989-0",4,"CFTR gene targeted mutation analysis in Amniotic fluid by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"47007-0",4,"Spermatozoa IgA Ab/100 spermatozoa in Serum by Immunobead","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"47053-4",4,"Enolase.neuron specific [Mass/volume] in Cerebral spinal fluid by Immunoassay","LP15026-5","Enolase","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Enolase","http://purl.obolibrary.org/obo/PR_000022518","",NA,"BioPortal mapping"
"47213-4",4,"Cholesterol in LDL real size pattern [Identifier] in Serum or Plasma","LP15493-7","Cholesterol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol","http://purl.obolibrary.org/obo/CHEBI_16113","cholesterol",NA,"LOINC provided mappings"
"47213-4",4,"Cholesterol in LDL real size pattern [Identifier] in Serum or Plasma","LP15491-1","Cholesterol.in LDL","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol.in LDL","http://purl.obolibrary.org/obo/CHEBI_47774","low-density lipoprotein cholesterol",NA,"LOINC provided mappings"
"47215-9",4,"Lipoprotein.beta.subparticle.intermediate [Entitic length] in Serum or Plasma","LP15709-6","Lipoprotein.beta","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein.beta","http://purl.obolibrary.org/obo/CHEBI_39026","low-density lipoprotein",NA,"LOINC provided mappings"
"47215-9",4,"Lipoprotein.beta.subparticle.intermediate [Entitic length] in Serum or Plasma","LP15711-2","Lipoprotein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein","http://purl.obolibrary.org/obo/CHEBI_6495","lipoprotein",NA,"LOINC provided mappings"
"47318-1",4,"Liver kidney microsomal 1 IgG Ab [Units/volume] in Serum by Immunoassay","LP29289-3","Liver","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Liver","http://purl.obolibrary.org/obo/UBERON_0002107","",NA,"BioPortal mapping"
"48004-6",4,"DNA change (c.HGVS)","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"48018-6",4,"Gene studied [ID]","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"48033-5",4,"TTR gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"4821-5",4,"HLA-B27 [Presence]","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"48345-3",4,"HIV 1+O+2 Ab [Presence] in Serum or Plasma","LP17126-1","HIV","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV","http://purl.obolibrary.org/obo/NCBITaxon_12721","Human immunodeficiency virus",NA,"LOINC provided mappings"
"48345-3",4,"HIV 1+O+2 Ab [Presence] in Serum or Plasma","LP14307-0","HIV 1","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV 1","http://purl.obolibrary.org/obo/NCBITaxon_11676","Human immunodeficiency virus 1",NA,"LOINC provided mappings"
"48407-1",4,"Pregnancy associated plasma protein A [Mass/volume] in Serum or Plasma","LP14596-8","Plasma","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Plasma","http://purl.obolibrary.org/obo/MA_0002501","",NA,"BioPortal mapping"
"48407-1",4,"Pregnancy associated plasma protein A [Mass/volume] in Serum or Plasma","LP15838-3","Protein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Protein","http://purl.obolibrary.org/obo/CHEBI_36080","protein",NA,"LOINC provided mappings"
"48555-7",4,"Fetal blood [Volume] by Kleihauer-Betke method","LP71680-0","Blood","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Blood","http://purl.obolibrary.org/obo/UBERON_0000178","",NA,"BioPortal mapping"
