FK_LAB_RESULT_ITEM_ID,LAB_RESULT_ITEM_CODE,LAB_RESULT_ITEM_DESCRIPTION,LOINC,ordercount,loinc_uri
17499008,TEG LY30 LY30,TEG LY30 LY,66745-1,144,http://purl.bioontology.org/ontology/LNC/66745-1
17502008,TEG LY30 ANGLE,TEG ANGLE LY,66748-5,144,http://purl.bioontology.org/ontology/LNC/66748-5
17503008,TEG LY30 GG,TEG GG LY,66751-9,144,http://purl.bioontology.org/ontology/LNC/66751-9
11845075,HEPATITIS A ABS (TOTAL),HEPATITIS A ABS (TOTAL) (CCH),13951-9,143,http://purl.bioontology.org/ontology/LNC/13951-9
165525,N TELOPEPTIDE (NTX),Q N TELOPEPTIDE (NT*,14115-0,143,http://purl.bioontology.org/ontology/LNC/14115-0
4527043,C BABESIA MICROTI IGG,C BABESIA MICROTI IGG,16117-4,143,http://purl.bioontology.org/ontology/LNC/16117-4
4533042,C BABESIA MICROTI IGM,C BABESIA MICROTI IGM,16118-2,143,http://purl.bioontology.org/ontology/LNC/16118-2
11737008,PO2 CAPILLARY TEMPERATURE CORRECTED,PO2 CAPIL TEMP CORRECTED,19256-7,143,http://purl.bioontology.org/ontology/LNC/19256-7
7761003,MEAN PLATELET VOLUME,C MPV4,32623-1,143,http://purl.bioontology.org/ontology/LNC/32623-1
11843144,RENAL EPITHELIAL CELLS,RENAL EPITHELIAL CELLS (CCH),33221-3,143,http://purl.bioontology.org/ontology/LNC/33221-3
11740008,PCO2 CAPILLARY TEMP CORRECTED,PCO2 CAPIL TEMP CORRECTED,40620-7,143,http://purl.bioontology.org/ontology/LNC/40620-7
11844076,HSV TYPE 1 IGG GLYCOPROTEIN G,HSV TYPE 1 IGG GLYCOPROTEIN G (CCH),42337-6,143,http://purl.bioontology.org/ontology/LNC/42337-6
11843077,HSV TYPE 2 IGG GLYCOPROTEIN G,HSV TYPE 2 IGG GLYCOPROTEIN G (CCH),42338-4,143,http://purl.bioontology.org/ontology/LNC/42338-4
167122,"TUBE# BF, VDRL","TUBE# BF, VDRL",19157-7,142,http://purl.bioontology.org/ontology/LNC/19157-7
4861671,LDL direct,LDL direct,2089-1,142,http://purl.bioontology.org/ontology/LNC/2089-1
11844315,BETA-HCG TUMOR MARKER,BETA-HCG TUMOR MARKER (CCH),21198-7,142,http://purl.bioontology.org/ontology/LNC/21198-7
11844350,METANEPHRINE,METANEPHRINE (CCH),25474-8,142,http://purl.bioontology.org/ontology/LNC/25474-8
11842369,NORMETANEPHRINE,NORMETANEPHRINE (CCH),25489-6,142,http://purl.bioontology.org/ontology/LNC/25489-6
12431012,"B. PERTUSSIS AB, IGG IMMUNOBLOT INTERP","B. PERTUSSIS AB, IGG IMMUNOBLOT INTERP",29674-9,142,http://purl.bioontology.org/ontology/LNC/29674-9
11912748,THYROGLOBULIN (Q),THYROGLOBULIN (Q),3013-0,142,http://purl.bioontology.org/ontology/LNC/3013-0
164850,FACTOR II ASSAY,C FACTOR II ASSAY,3289-6,142,http://purl.bioontology.org/ontology/LNC/3289-6
11842388,PROSTATE SPECIFIC ANTIGEN ULTRASENSITIVE,PSA ULTRASENSITIVE (CCH),35741-8,142,http://purl.bioontology.org/ontology/LNC/35741-8
11841352,"INTERPRETATION (METANEPHRINES, FREE)","INTERPRETATION (METANEPHRINES, FREE) (CCH)",48767-8,142,http://purl.bioontology.org/ontology/LNC/48767-8
4265005,EER CHROMOSOME ANALYSIS BONE MARROW,C EER CHROMOSOME ANALYSIS BONE MARROW,50659-2,142,http://purl.bioontology.org/ontology/LNC/50659-2
7866003,UR METANEPH/VOL,C UR METANEPH/VOL,21019-5,141,http://purl.bioontology.org/ontology/LNC/21019-5
164229,HIT ELISA,C HIT ELISA,45155-9,141,http://purl.bioontology.org/ontology/LNC/45155-9
10286019,RESULT SUMMARY,RESULT SUMMARY,48767-8,141,http://purl.bioontology.org/ontology/LNC/48767-8
8738178,CLINICAL INFORMATION,Q CLINICAL INFORMATION:,55752-0,141,http://purl.bioontology.org/ontology/LNC/55752-0
159562,HIT ELISA INTERPRETA,C HIT ELISA INTERPRETA,69049-5,141,http://purl.bioontology.org/ontology/LNC/69049-5
4855886,PGD2,"Prostaglandin D2, Plasma",12838-9,140,http://purl.bioontology.org/ontology/LNC/12838-9
4857920,Pre Busulfan,Pre-Busulfan,15363-5,140,http://purl.bioontology.org/ontology/LNC/15363-5
11843010,24 HR CA,24 HR CA (CCH),18488-7,140,http://purl.bioontology.org/ontology/LNC/18488-7
4863262,Ur Citrate,Ur Citrate,21203-5,140,http://purl.bioontology.org/ontology/LNC/21203-5
11844213,PROTHROMBIN GENE MUTATION,PROTHROMBIN GENE MUTATION (CCH),69047-9,140,http://purl.bioontology.org/ontology/LNC/69047-9
11924726,THYROGLOBULIN AB (LC),"THYROGLOBULIN, ANTIBODY (LC)",8098-6,140,http://purl.bioontology.org/ontology/LNC/8098-6
4856004,180 Busulfan,180 Busulfan,15363-5,139,http://purl.bioontology.org/ontology/LNC/15363-5
11845012,URINE PROTEIN MG/24H,24 HR PROTEIN (CCH),2889-4,139,http://purl.bioontology.org/ontology/LNC/2889-4
4861959,Purkinje Ab Scr,Purkinje Cell Ab Screen,61177-2,139,http://purl.bioontology.org/ontology/LNC/61177-2
11842014,ACETYLCHOLINE BINDING AB,ACETYLCHOLINE BINDING AB (CCH),11034-6,138,http://purl.bioontology.org/ontology/LNC/11034-6
4859186,Brucella Ab Ttr,Brucella Antibody Titer,19053-8,138,http://purl.bioontology.org/ontology/LNC/19053-8
159891,HOMOCYSTINE PLASMA,C HOMOCYSTINE PLASMA,2429-9,138,http://purl.bioontology.org/ontology/LNC/2429-9
5104029,STRONGYL IGG,C STRONGYL IGG,34376-4,138,http://purl.bioontology.org/ontology/LNC/34376-4
4862872,Pentobarb Lvl,Pentobarbital Level,3924-8,138,http://purl.bioontology.org/ontology/LNC/3924-8
4859787,Norovirus 1,Norovirus 1,54905-5,138,http://purl.bioontology.org/ontology/LNC/54905-5
17080003,SMOKING,SMOKING,64234-8,138,http://purl.bioontology.org/ontology/LNC/64234-8
4861554,Hgb BF Type,"Body Fluid Type, Hgb",14725-6,137,http://purl.bioontology.org/ontology/LNC/14725-6
881003,# BAND NEUTROPHILS,# BAND NEUTROPHILS,26507-4,137,http://purl.bioontology.org/ontology/LNC/26507-4
167312,T4 TOTAL,"ZZ T4 (THYROXINE), TOTAL",3026-2,137,http://purl.bioontology.org/ontology/LNC/3026-2
11844069,POTASSIUM,GEM POTASSIUM (CCH),32713-0,137,http://purl.bioontology.org/ontology/LNC/32713-0
11845073,SODIUM,GEM SODIUM (CCH),32717-1,137,http://purl.bioontology.org/ontology/LNC/32717-1
164046,RANDOM GENTIMICIN LE,C RANDOM GENTIMICIN LE,35668-3,137,http://purl.bioontology.org/ontology/LNC/35668-3
4862787,Norovirus 2,Norovirus 2,54906-3,137,http://purl.bioontology.org/ontology/LNC/54906-3
8633004,C DHEA,C DHEA,2191-5,136,http://purl.bioontology.org/ontology/LNC/2191-5
4855609,IGF Bind Prot-3,IGF Binding Protein-3,2483-6,136,http://purl.bioontology.org/ontology/LNC/2483-6
6110005,ALDOSTERONE RENIN CALCULATION,C ALDOSTERONE RENIN CALCULATION,30894-0,136,http://purl.bioontology.org/ontology/LNC/30894-0
167002,MAGNESIUM URINE,"MAGNESIUM, URINE-MG/DL",32024-2,136,http://purl.bioontology.org/ontology/LNC/32024-2
8639004,Chromatin Ab IgG,Chromatin Ab IgG,32580-3,136,http://purl.bioontology.org/ontology/LNC/32580-3
4870233,U24 Citrate,Urine 24 Hour Citrate,6687-8,136,http://purl.bioontology.org/ontology/LNC/6687-8
1413022,Q HEPATITIS B SURFACE ANTIBODY QL (REFL),HEPATITIS B SURFACE ANTIBODY QL (REFL),10900-9,135,http://purl.bioontology.org/ontology/LNC/10900-9
4869027,Segs BM,Segmented Neutrophils Bobe Marrow,11128-6,135,http://purl.bioontology.org/ontology/LNC/11128-6
159605,AUER RODS,C AUER RODS,11281-3,135,http://purl.bioontology.org/ontology/LNC/11281-3
4855046,ACE CSF,ACE CSF,12480-0,135,http://purl.bioontology.org/ontology/LNC/12480-0
6107006,DIRECT RENIN,C DIRECT RENIN,2915-7,135,http://purl.bioontology.org/ontology/LNC/2915-7
8858003,"KIT, Source","KIT, Source",31208-2,135,http://purl.bioontology.org/ontology/LNC/31208-2
159493,FACTOR X ASSAY,C FACTOR X ASSAY,3218-5,135,http://purl.bioontology.org/ontology/LNC/3218-5
15240003,FIBROMETER NAFLD INTERPRETATION,FIBROMETER NAFLD INTERPRETATION,48767-8,135,http://purl.bioontology.org/ontology/LNC/48767-8
1410024,CRAB (F23) IGE,Q CRAB (F23) IGE,6092-1,135,http://purl.bioontology.org/ontology/LNC/6092-1
1411022,LOBSTER (F80) IGE,Q LOBSTER (F80) IGE,6165-5,135,http://purl.bioontology.org/ontology/LNC/6165-5
12433014,RESULT,RESULT (LC),70173-0,135,http://purl.bioontology.org/ontology/LNC/70173-0
4856414,Entamoeba Histo,Entamoeba Histolytica Antibody,9522-4,135,http://purl.bioontology.org/ontology/LNC/9522-4
11843293,ERLICHIA CHAFFEENSIS IGG AB,ERLICHIA CHAFFEENSIS IGG AB (CCH),9783-2,135,http://purl.bioontology.org/ontology/LNC/9783-2
11841294,EHRLICHIA CHAFFESSNSIS IGM AB,EHRLICHIA CHAFFESSNSIS IGM AB (CCH),9784-0,135,http://purl.bioontology.org/ontology/LNC/9784-0
1408024,Q CLASS,Q CLASS,15663-8,134,http://purl.bioontology.org/ontology/LNC/15663-8
1409022,Q CLASS,Q CLASS,15821-2,134,http://purl.bioontology.org/ontology/LNC/15821-2
4858912,Porphyrin TV,Porphyrin Total Volume,19153-6,134,http://purl.bioontology.org/ontology/LNC/19153-6
11845419,TOTAL VOLUME 5-HIAA,TOTAL VOLUME 5-HIAA (CCH),19153-6,134,http://purl.bioontology.org/ontology/LNC/19153-6
11844266,COLLECTION LENGTH 5HIAA,COLLECTION LENGTH 5HIAA (CCH),30211-7,134,http://purl.bioontology.org/ontology/LNC/30211-7
4858654,Kappa LC,Kappa LC,38176-4,134,http://purl.bioontology.org/ontology/LNC/38176-4
4855664,Lambda LC,Lambda LC,38178-0,134,http://purl.bioontology.org/ontology/LNC/38178-0
4857657,K/L ratio,K/L ratio,40844-3,134,http://purl.bioontology.org/ontology/LNC/40844-3
11842313,"HEPATITIS A VIRUS ANTIBODY, IGM","HEPATITIS A VIRUS ANTIBODY, IGM (CCH)",13950-1,133,http://purl.bioontology.org/ontology/LNC/13950-1
170806,ARSENIC (U),"C ARSENIC, URINE",21074-0,133,http://purl.bioontology.org/ontology/LNC/21074-0
4855683,Legionella Ab,Legionella Antibody,21362-9,133,http://purl.bioontology.org/ontology/LNC/21362-9
4856745,MTHFR C677T,MTHFR Mutation: C677T,28005-7,133,http://purl.bioontology.org/ontology/LNC/28005-7
5103008,B PERTUSSIS IGA,C B PERTUSSIS IGA,42328-5,133,http://purl.bioontology.org/ontology/LNC/42328-5
15571003,"Fibrillarin (U3 RNP) Ab, IgG","Fibrillarin (U3 RNP) Ab, IgG",49963-2,133,http://purl.bioontology.org/ontology/LNC/49963-2
11842245,LYME WESTERN BLOT IGG (CSF),LYME WESTERN BLOT IGG (CSF) (CCH),13202-7,132,http://purl.bioontology.org/ontology/LNC/13202-7
11841245,LYME WESTERN BLOT IGM (CSF),LYME WESTERN BLOT IGM (CSF) (CCH),13203-5,132,http://purl.bioontology.org/ontology/LNC/13203-5
4855795,N-Telopeptide S,"N-Telopeptide, Cross-Linked",21215-9,132,http://purl.bioontology.org/ontology/LNC/21215-9
4866189,Time 24h Copper,Time 24h Copper,30211-7,132,http://purl.bioontology.org/ontology/LNC/30211-7
11845229,ACETYLCHOLINE RECEPTOR BLOCKING ANTIBODY,ACETYLCHOLINE RECEPTOR BLOCKING ANTIBODY (CCH),42937-3,132,http://purl.bioontology.org/ontology/LNC/42937-3
4856159,Blasto Ab (ID),Blastomyces Antibody (ID),5058-3,132,http://purl.bioontology.org/ontology/LNC/5058-3
4857548,HEPTT,Heparsorb PTT,52123-7,132,http://purl.bioontology.org/ontology/LNC/52123-7
159499,"ARSENIC, URINE(MCG/G","C ARSENIC, URINE(MCG/G",13824-8,131,http://purl.bioontology.org/ontology/LNC/13824-8
164040,"ARSENIC, URINE (MCG/","C ARSENIC, URINE (MCG/",2162-6,131,http://purl.bioontology.org/ontology/LNC/2162-6
176013,"ESTRADIOL, ULTRASENSITIVE LC/MS/MS","Q ESTRADIOL, ULTRASENSITIVE LC/MS/MS",35384-7,131,http://purl.bioontology.org/ontology/LNC/35384-7
4856663,Lambda day,Lambda day,38169-9,131,http://purl.bioontology.org/ontology/LNC/38169-9
4860654,Kappa day,Kappa day,38177-2,131,http://purl.bioontology.org/ontology/LNC/38177-2
4860381,Echovirus Ab 11,Echovirus Ab Type 11,41489-6,131,http://purl.bioontology.org/ontology/LNC/41489-6
4855381,Echovirus Ab 30,Echovirus Ab Type 30,41491-2,131,http://purl.bioontology.org/ontology/LNC/41491-2
4856381,Echovirus Ab 7,Echovirus Ab Type 7,41492-0,131,http://purl.bioontology.org/ontology/LNC/41492-0
4861381,Echovirus Ab 6,Echovirus Ab Type 6,5144-1,131,http://purl.bioontology.org/ontology/LNC/5144-1
4859381,Echovirus Ab 9,Echovirus Ab Type 9,5146-6,131,http://purl.bioontology.org/ontology/LNC/5146-6
170807,URINE MERCURY,C URINE MERCURY,21383-5,130,http://purl.bioontology.org/ontology/LNC/21383-5
170882,RANDOM TOBRAMYCIN LE,C RANDOM TOBRAMYCIN LE,35670-9,130,http://purl.bioontology.org/ontology/LNC/35670-9
176023,ENDOMYSIAL AB(IGA) SCREEN,Q ENDOMYSIAL AB(IGA) SCREEN,10362-2,129,http://purl.bioontology.org/ontology/LNC/10362-2
4865297,VMA TV,VMA Total Volume,19153-6,129,http://purl.bioontology.org/ontology/LNC/19153-6
4862209,Carotene,Carotene,2053-7,129,http://purl.bioontology.org/ontology/LNC/2053-7
11845313,"HEPATITIS B VIRUS CORE ANTIBODY, IGM","HEPATITIS B VIRUS CORE ANTIBODY, IGM (CCH)",24113-3,129,http://purl.bioontology.org/ontology/LNC/24113-3
159500,URINE MERCURY (MCG/G,C URINE MERCURY (MCG/G,26688-2,129,http://purl.bioontology.org/ontology/LNC/26688-2
4855021,A2AP,Alpha 2 Anti Plasmin,27810-1,129,http://purl.bioontology.org/ontology/LNC/27810-1
4861745,MTHFR A1298C,MTHFR Mutation: A1298C,28060-2,129,http://purl.bioontology.org/ontology/LNC/28060-2
11844401,"SIROLIMUS (RAPUMUNE, RAPAMYCIN)","SIROLIMUS (RAPUMUNE, RAPAMYCIN) (CCH)",29247-4,129,http://purl.bioontology.org/ontology/LNC/29247-4
1240003,THYROID STIMULATING HORMONE,"ZZ TSH, 3RD GENERATION W/REFLEX TO FT4",3016-3,129,http://purl.bioontology.org/ontology/LNC/3016-3
164043,URINE MERCURY (MCG/D,C URINE MERCURY (MCG/D,6693-6,129,http://purl.bioontology.org/ontology/LNC/6693-6
1408020,FOLATE RBC,"Q FOLATE, RBC",2283-0,128,http://purl.bioontology.org/ontology/LNC/2283-0
160715,"T4, FREE, DIRECT DIALYSIS","Q T4, FREE, DIRECT DIALY*",6892-4,128,http://purl.bioontology.org/ontology/LNC/6892-4
4861271,Citrate/Creat Rt,Citrate/Creatinine Ratio,13722-4,127,http://purl.bioontology.org/ontology/LNC/13722-4
4862322,Cre mg Citrate,Urine Creat mg Citrate,20624-3,127,http://purl.bioontology.org/ontology/LNC/20624-3
4855629,Influenza A IgG,"Influenza A Virus Ab, IgG",31437-7,127,http://purl.bioontology.org/ontology/LNC/31437-7
159333,NORTRIP,NORTRIP,3872-9,127,http://purl.bioontology.org/ontology/LNC/3872-9
4861629,Influenza A IgM,"Influenza A Virus Ab, IgM",31438-5,126,http://purl.bioontology.org/ontology/LNC/31438-5
159528,FLECAINIDE,C FLECAINIDE,3638-4,126,http://purl.bioontology.org/ontology/LNC/3638-4
4862629,Influenza B IgG,"Influenza B Virus Ab, IgG",17015-9,125,http://purl.bioontology.org/ontology/LNC/17015-9
159378,CAROTENOIDS,C CAROTENE,2053-7,125,http://purl.bioontology.org/ontology/LNC/2053-7
4856319,Cre D Citrate,Urine Creat D Citrate,2162-6,125,http://purl.bioontology.org/ontology/LNC/2162-6
165588,MTHFR INTERPRETATION,C MTHFR INTERPRETATION,21709-1,125,http://purl.bioontology.org/ontology/LNC/21709-1
164109,AMIODARONE,C AMIODARONE,3330-8,125,http://purl.bioontology.org/ontology/LNC/3330-8
5109017,H PYLORI IGA,C H PYLORI IGA,6420-4,125,http://purl.bioontology.org/ontology/LNC/6420-4
4856751,Mycoplasma pneumoniae PCR,Mycoplasma pneumoniae by PCR,29257-3,124,http://purl.bioontology.org/ontology/LNC/29257-3
1407010,COAG FACTOR VIII ACTIVITY,Q COAG FACTOR VIII *,3209-4,124,http://purl.bioontology.org/ontology/LNC/3209-4
176028,Q NIEMANN-PICK DISEASE,Q NIEMANN-PICK DISEASE,32641-3,124,http://purl.bioontology.org/ontology/LNC/32641-3
7807005,C ALLERGEN INTERP.,C ALLERGEN INTERP.,33536-4,124,http://purl.bioontology.org/ontology/LNC/33536-4
11491012,"Chikungunya Antibody, IgG","Chikungunya Antibody, IgG",56128-2,124,http://purl.bioontology.org/ontology/LNC/56128-2
11495019,"Chikungunya Antibody, IgM","Chikungunya Antibody, IgM",56130-8,124,http://purl.bioontology.org/ontology/LNC/56130-8
4866016,RubIgG Torch,Rubella Antibody IgG PAH,8014-3,124,http://purl.bioontology.org/ontology/LNC/8014-3
4860913,Porphyr Pl Totl,"Total Porphyrins, Plasma",2815-9,123,http://purl.bioontology.org/ontology/LNC/2815-9
4862336,Cyanide Lvl,Cyanide Level,5634-1,123,http://purl.bioontology.org/ontology/LNC/5634-1
9775010,1HR Glu Gest Fast,1HR Glu Gest Fasting,1558-6,122,http://purl.bioontology.org/ontology/LNC/1558-6
166824,ALKALINE PHOSPHATASE BONE,Q BONE SPECIFIC,17838-4,122,http://purl.bioontology.org/ontology/LNC/17838-4
171285,TIME 2,Q TIME 2,19151-0,122,http://purl.bioontology.org/ontology/LNC/19151-0
4858412,Endomys IgA Ttr,Endomysial IgA Antibody Titer,27038-9,122,http://purl.bioontology.org/ontology/LNC/27038-9
4866143,St Mscl Ab Titr,Striated Muscle IgG Ab Titer,29998-2,122,http://purl.bioontology.org/ontology/LNC/29998-2
165162,COCCIDIOIDES AB (CF),C COCCIDIOIDES AB (CF),33380-7,122,http://purl.bioontology.org/ontology/LNC/33380-7
159561,HEPARIN AB,C HEPARIN AB,34701-3,122,http://purl.bioontology.org/ontology/LNC/34701-3
4858721,Meta BM,Metamyelocyte Bone Marrow,11111-2,121,http://purl.bioontology.org/ontology/LNC/11111-2
4855010,540 Busulfan,540 Busulfan,15363-5,121,http://purl.bioontology.org/ontology/LNC/15363-5
4856011,720 Busulfan,720 Busulfan,15363-5,121,http://purl.bioontology.org/ontology/LNC/15363-5
9689011,Cre mg Iodine U,Cre mg Iodine U,20624-3,121,http://purl.bioontology.org/ontology/LNC/20624-3
4869264,Uric Acid Time,Uric Acid Time,30211-7,121,http://purl.bioontology.org/ontology/LNC/30211-7
159873,"COCCIDIOIDES AB, IGG","C COCCIDIOIDES AB, IGG",31154-8,121,http://purl.bioontology.org/ontology/LNC/31154-8
171181,"COCCIDIOIDES AB, IGM","C COCCIDIOIDES AB, IGM",33510-9,121,http://purl.bioontology.org/ontology/LNC/33510-9
9688011,Iodine Ur CRT,"Iodine, per gram of CRT",55928-6,121,http://purl.bioontology.org/ontology/LNC/55928-6
4862009,420 Busulfan,420 Busulfan,15363-5,120,http://purl.bioontology.org/ontology/LNC/15363-5
159977,SPECIMEN 1,Q SPECIMEN 1,1558-6,120,http://purl.bioontology.org/ontology/LNC/1558-6
165474,TIME 1,Q TIME 1,19151-0,120,http://purl.bioontology.org/ontology/LNC/19151-0
4858636,Insulin Lvl PAH,Insulin Level PAH,20448-7,120,http://purl.bioontology.org/ontology/LNC/20448-7
9687013,Cre D Iodine U,Cre D Iodine Urine,2162-6,120,http://purl.bioontology.org/ontology/LNC/2162-6
9689014,Iodine Ur Day,Iodine Urine per 24hr,2492-7,120,http://purl.bioontology.org/ontology/LNC/2492-7
11731004,Serum Iodine,Serum Iodine,2494-3,120,http://purl.bioontology.org/ontology/LNC/2494-3
11843236,"ANTITHROMBIN, ENZYMATIC","ANTITHROMBIN, ENZYMATIC (CCH)",27811-9,120,http://purl.bioontology.org/ontology/LNC/27811-9
4864297,VMA Time,VMA Time,30211-7,120,http://purl.bioontology.org/ontology/LNC/30211-7
165165,COCCIDIOIDES AB (ID),C COCCIDIOIDES AB (ID),31153-0,120,http://purl.bioontology.org/ontology/LNC/31153-0
5029027,PLAC,Lipoprotein-Associated Phospholipase A2,39804-0,120,http://purl.bioontology.org/ontology/LNC/39804-0
4857633,INS Baseline,INS0,56482-3,120,http://purl.bioontology.org/ontology/LNC/56482-3
11845142,RBC MORPHOLOGY,RBC MORPHOLOGY (CCH),6742-1,120,http://purl.bioontology.org/ontology/LNC/6742-1
4864201,Toxo IgG Torch,Toxo IgG Torch PAH,8039-0,120,http://purl.bioontology.org/ontology/LNC/8039-0
4858648,Itraconazole RT,Itraconazole Quantitation - RT,10989-2,119,http://purl.bioontology.org/ontology/LNC/10989-2
165477,SPECIMEN 2,Q SPECIMEN 2,12615-1,119,http://purl.bioontology.org/ontology/LNC/12615-1
159978,TIME 3,Q TIME 3,19151-0,119,http://purl.bioontology.org/ontology/LNC/19151-0
4865228,TV Magnesium,TV Magnesium,19153-6,119,http://purl.bioontology.org/ontology/LNC/19153-6
6114007,CORTISOL FREE,"C CORTISOL, FREE, SERUM",2145-1,119,http://purl.bioontology.org/ontology/LNC/2145-1
11841248,BK QNT SOURCE,BK QNT SOURCE (CCH),31208-2,119,http://purl.bioontology.org/ontology/LNC/31208-2
11844181,PEANUT ALLERGEN,PEANUT ALLERGEN (CCH),6206-7,119,http://purl.bioontology.org/ontology/LNC/6206-7
4862133,Band BM,Band /neutrophils Bone Marrow,11103-9,118,http://purl.bioontology.org/ontology/LNC/11103-9
4858751,Myelo BM,Myelocyte Bone Marrow,11114-6,118,http://purl.bioontology.org/ontology/LNC/11114-6
171286,SPECIMEN 3,Q SPECIMEN 3,12616-9,118,http://purl.bioontology.org/ontology/LNC/12616-9
160046,"CARNITINE, TOTAL","C CARNITINE, TOTAL",14288-5,118,http://purl.bioontology.org/ontology/LNC/14288-5
4862804,OH-Itraconazole,Hydroxyitraconazole Quantitation - RT,18337-6,118,http://purl.bioontology.org/ontology/LNC/18337-6
159413,VAS ACT INT PO,C VAS ACT INT PO,3125-2,118,http://purl.bioontology.org/ontology/LNC/3125-2
773005,URINE SODIUM/CREATININE (MMOL/G),Q URINE SODIUM/CREATININE (MMOL/G),33951-5,118,http://purl.bioontology.org/ontology/LNC/33951-5
171354,CARNITINE ESTERIFIED,C CARNITINE ESTERIFIED (ACYL),14282-8,117,http://purl.bioontology.org/ontology/LNC/14282-8
165681,"CARNITINE, FREE","C CARNITINE, FREE",14286-9,117,http://purl.bioontology.org/ontology/LNC/14286-9
11844325,HEMOCHROMATOSIS SPECIMEN TYPE,HEMOCHROMATOSIS SPECIMEN TYPE (CCH),14869-2,117,http://purl.bioontology.org/ontology/LNC/14869-2
4862417,EPT Lvl PAH,Erythropoeitin Lvl PAH,15061-5,117,http://purl.bioontology.org/ontology/LNC/15061-5
4859004,195 Busulfan,195 Busulfan,15363-5,117,http://purl.bioontology.org/ontology/LNC/15363-5
159994,CREATININE URINE,Q URINE CREATININE MG/DL,2161-8,117,http://purl.bioontology.org/ontology/LNC/2161-8
11844251,C28Y HEMOCHROMATOSIS MUTATION,C28Y HEMOCHROMATOSIS MUTATION (CCH),21695-2,117,http://purl.bioontology.org/ontology/LNC/21695-2
11845311,H63D HEMOCHROMATOSIS MUTATION,H63D HEMOCHROMATOSIS MUTATION (CCH),21696-0,117,http://purl.bioontology.org/ontology/LNC/21696-0
11842287,DIMERIC INHIBIN A,DIMERIC INHIBIN A (CCH),23883-2,117,http://purl.bioontology.org/ontology/LNC/23883-2
4861562,Hista/Creat Rt,"Histamine (nmol/g Creat), Urine",25925-9,117,http://purl.bioontology.org/ontology/LNC/25925-9
2203001,PANCREATIC POLYPEPTIDE,Q PANCREATIC POLYPEPTIDE,2721-9,117,http://purl.bioontology.org/ontology/LNC/2721-9
4870184,Thyroglbn PAH,Thyroglobin Level PAH,3013-0,117,http://purl.bioontology.org/ontology/LNC/3013-0
4267004,BLOCK ID,C BLOCK ID,31208-2,117,http://purl.bioontology.org/ontology/LNC/31208-2
11845325,HEMOCHROMATOSIS MUTATION INTERPRETATION,HEMOCHROMATOSIS MUTATION INTERPRETATION (CCH),34519-9,117,http://purl.bioontology.org/ontology/LNC/34519-9
11841396,S65C HEMOCHROMATOSIS MUTATION,S65C HEMOCHROMATOSIS MUTATION (CCH),38380-2,117,http://purl.bioontology.org/ontology/LNC/38380-2
9777015,2HRGlu Gest 2nd hr,Glu Gest 2HR 2nd hr,20436-2,116,http://purl.bioontology.org/ontology/LNC/20436-2
11845355,MOM FOR UE3,MOM FOR UE3 (CCH),20466-9,116,http://purl.bioontology.org/ontology/LNC/20466-9
11843389,PATIENT'S UE3,PATIENT'S UE3 (CCH),2250-9,116,http://purl.bioontology.org/ontology/LNC/2250-9
11842386,PROTEIN C,PROTEIN C (CCH),27819-2,116,http://purl.bioontology.org/ontology/LNC/27819-2
11844394,RIBONUCLEIC PROTEIN (ENA) IGG,RIBONUCLEIC PROTEIN (ENA) IGG (CCH),29958-6,116,http://purl.bioontology.org/ontology/LNC/29958-6
4864264,Ur Histamine,Ur Histamine,33290-8,116,http://purl.bioontology.org/ontology/LNC/33290-8
11843354,MOM FOR DIA,MOM FOR DIA (CCH),35738-4,116,http://purl.bioontology.org/ontology/LNC/35738-4
160470,Q HCV RNA (LOG IU/ML),Q HCV RNA (LOG IU/ML),38180-6,116,http://purl.bioontology.org/ontology/LNC/38180-6
397001,FRAGILE X ALLELE 1,C SO FRAGILE X ALLELE 1,45321-7,116,http://purl.bioontology.org/ontology/LNC/45321-7
11841295,"EER MATERNAL SCREEN AFP, HCG, EST, INH","EER MATERNAL SCREEN AFP,HCG,EST,INH (CCH)",11526-1,115,http://purl.bioontology.org/ontology/LNC/11526-1
4857443,Fec Fat 24hr,Fec Fat 24hr,16142-2,115,http://purl.bioontology.org/ontology/LNC/16142-2
17160003,"Blasto Ab, EIA","Blastomyces Ab by EIA, Serum",16471-5,115,http://purl.bioontology.org/ontology/LNC/16471-5
3134001,URINE TRAMADOL CONFIRMATION,C URINE TRAMADOL CONFIRMATION,17718-8,115,http://purl.bioontology.org/ontology/LNC/17718-8
11842389,HCG SERUM,PATIENT'S HCG (CCH),19080-1,115,http://purl.bioontology.org/ontology/LNC/19080-1
11842355,MOM FOR HCG,MOM FOR HCG (CCH),20465-1,115,http://purl.bioontology.org/ontology/LNC/20465-1
11845057,FACTOR VIII ASSAY,FACTOR VIII ASSAY (CCH),3209-4,115,http://purl.bioontology.org/ontology/LNC/3209-4
4857053,Adeno Deam BF,Adenosine Deaminase Body Fluid,35703-8,115,http://purl.bioontology.org/ontology/LNC/35703-8
399001,FRAGILE X METHYLATION PATTERN,C SO FRAGILE X METHYLATION PATTERN,41107-4,115,http://purl.bioontology.org/ontology/LNC/41107-4
398001,FRAGILE X ALLELE 2,C SO FRAGILE X ALLELE 2,45322-5,115,http://purl.bioontology.org/ontology/LNC/45322-5
4864216,Trichinella Ab,Trichinella Antibody,6563-1,115,http://purl.bioontology.org/ontology/LNC/6563-1
