"PK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","LAB_RESULT_COUNT","obo","loinc.obo"
10859013,"CALCINEURIN INHIBITOR TOXICITY","CALCINEURIN INHIBITOR TOXICITY",NA,71,NA,NA
11844213,"PROTHROMBIN GENE MUTATION","PROTHROMBIN GENE MUTATION (CCH)","69047-9",171,NA,NA
11844227,"4-OH-PHENYLLACTIC ACID","4-OH-PHENYLLACTIC ACID (CCH)","25089-4",16,NA,NA
11844246,"BETA GLOBULINS","BETA (SERUM PROTEIN ELECTROPHORESIS) (CCH)","2871-2",2703,NA,NA
11844247,"GAMMA (BENCE JONES)","GAMMA (BENCE JONES) (CCH)","53773-8",469,NA,NA
11844248,"BK VIRUS DNA QUANT INTERP","BK VIRUS DNA QUANT INTERP (CCH)","62365-2",128,NA,NA
11844272,"COPROPORPHYRIN I - RATIO TO CRT","COPROPORPHYRIN I - RATIO TO CRT (CCH)","45313-4",12,NA,NA
11844291,"DUE DATE","DUE DATE (CCH)","18185-9",167,NA,NA
11844301,"FACTOR V LEIDEN SPECIMEN TYPE","FACTOR V LEIDEN SPECIMEN TYPE (CCH)","31208-2",240,NA,NA
11844306,"FUMARIC ACID (URINE)","FUMARIC ACID (URINE) (CCH)","25101-7",16,NA,NA
11844309,"GLIADIN PEPTIDE AB, IGG","GLIADIN PEPTIDE AB, IGG (CCH)","20496-6",731,NA,NA
11844339,"KAPPA QNT FREE LIGHT CHAIN (SERUM)","KAPPA QNT FREE LIGHT CHAIN (SERUM) (CCH)","36916-5",4514,NA,NA
11844346,"LIVER-KID MICROSOME-1 ANTIBODY","LIVER-KID MICROSOME-1 ANTIBODY (CCH)","47318-1",233,NA,NA
11844350,"METANEPHRINE","METANEPHRINE (CCH)","25474-8",201,NA,NA
11844359,"MATERNAL SCREEN INTERPRETATION","MATERNAL SCREEN INTERPRETATION (CCH)","49586-1",281,NA,NA
11844363,"MYELOPERIXIDASE ABS, IGG","MYELOPERIXIDASE ABS, IGG (CCH)","6969-0",350,NA,NA
11844365,"NERVONIC ACID C241W9","NERVONIC ACID, C24:1W9 (CCH)","35170-0",10,NA,NA
11844385,"PROSTATE SPECIFIC ANTIGEN PERCENT FREE","PSA PERCENT FREE (CCH)","12841-3",417,NA,NA
11844401,"SIROLIMUS (RAPUMUNE, RAPAMYCIN)","SIROLIMUS (RAPUMUNE, RAPAMYCIN) (CCH)","29247-4",205,NA,NA
11844420,"TOTAL W6","TOTAL W6 (CCH)","35179-1",9,NA,NA
11844429,"VITAMIN A, SER/PLA-INTERPRETATION","VITAMIN A,SER/PLA-INTERPRETATION (CCH)","48767-8",87,NA,NA
11845004,"UNIT TAG COMMENT","UNIT TAG COMMENT (CCH)",NA,2363,NA,NA
11845025,"IMMUNOGLOBULIN M, SERUM","IMMUNOGLOBULIN M, SERUM (CCH)","2472-9",2926,NA,NA
11845030,"BB CONSULT CPT","BB CONSULT CPT (CCH)",NA,6,NA,NA
11845047,"CREATININE","CREATININE (CCH)","2160-0",460596,"CHEBI:16737","CHEBI:16737"
11845049,"PROTEIN TOTAL CSF","PROTEIN, CSF (CCH)","2880-3",779,"CHEBI:36080","CHEBI:36080"
11845069,"GC AMPLIFIED DNA PROBE","GC AMPLIFIED DNA PROBE (CCH)","24111-7",6536,NA,NA
11845079,"% IMMATURE GRANULOCYTES","IMMATURE GRANULOCYTES (CCH)","71695-1",316594,NA,NA
11845092,"# LYMPH ATYPICAL","ABS ATYPICAL LYMPHOCYTE (CCH)","734-4",3341,NA,NA
11845102,"ABS PLASMA CELL","ABS PLASMA CELL (CCH)","24103-4",33,NA,NA
11845103,"LARGE PLATELETS","LARGE PLATELETS (CCH)","32146-3",22510,NA,NA
11845135,"PRELIMINARY RESULT","PRELIMINARY RESULT (CCH)",NA,151,NA,NA
11845142,"RBC MORPHOLOGY","RBC MORPHOLOGY (CCH)","6742-1",154,NA,NA
11845153,"SICKLE CELL PREP","SICKLE CELL PREP (CCH)","6864-3",22,NA,NA
11845196,"BARBITURATES","BARBITURATES (CCH)","19270-8",11052,NA,NA
11845231,"ASPERGILLUS FLAVUS","ASPERGILLUS FLAVUS (CCH)","23820-4",142,NA,NA
11845234,"ALPHA-1-GLOBULINS","ALPHA-1 (SERUM PROTEIN ELECTROPHORESIS) (CCH)","2865-4",2705,NA,NA
11845280,"CRYOGLOBULIN, QUALITATIVE SCREEN","CRYOGLOBULIN, QUALITATIVE SCREEN (CCH)","12203-6",20,NA,NA
11845294,"ESTIMATED DUE DATE","ESTIMATED DUE DATE (CCH)","11778-8",417,NA,NA
11845297,"EPINEPHRINE, URINE PER VOLUME","EPINEPHRINE,URINE PER VOLUME (CCH)","11046-0",51,NA,NA
11845313,"HEPATITIS B VIRUS CORE ANTIBODY, IGM","HEPATITIS B VIRUS CORE ANTIBODY, IGM (CCH)","24113-3",175,NA,NA
11845323,"HIV 1, 2 COMBO AG/AB","HIV 1,2 COMBO AG/AB (CCH)",NA,341,NA,NA
11845325,"HEMOCHROMATOSIS MUTATION INTERPRETATION","HEMOCHROMATOSIS MUTATION INTERPRETATION (CCH)","34519-9",146,NA,NA
11845343,"LD 3","LD 3 (CCH)","2542-9",10,NA,NA
11845348,"MASS (STONE ANALYSIS)","MASS (STONE ANALYSIS) (CCH)","3154-2",816,NA,NA
11845385,"URINE TOTAL VOLUME","TOTAL VOLUME PORPHOBILINOGEN, URINE (CCH)","19153-6",32,NA,NA
11845400,"SERINE PROTEASE 3, IGG","SERINE PROTEASE 3, IGG (CCH)","6968-2",357,NA,NA
11845412,"THYROGLOBULIN AB (CCH)","THYROGLOBULIN AB (CCH)",NA,3,NA,NA
11876004,"NASH HAPTOGLOBIN","NASH HAPTOGLOBIN","4542-7",17,NA,NA
11911003,"ACTH, PLASMA","ACTH, PLASMA (Q)",NA,478,NA,NA
11911044,"DIGOXIN","DIGOXIN (Q)",NA,20,NA,NA
11911046,"ERYTHROPOIETIN","ERYTHROPOIETIN (Q)",NA,179,NA,NA
11911049,"CREATININE URINE","CREATININE URINE (Q)",NA,55,"CHEBI:16737",NA
11911063,"HEPATITIS A IGM","HEPATITIS A IGM (Q)",NA,8,NA,NA
11911070,"CREATINE, URINE","CREATINE, URINE (Q)",NA,23,NA,NA
11911082,"ANGIOTENSIN-1-CONVERTING ENZYME","ANGIOTENSIN-1-CONVERTING ENZYME (Q)",NA,3,NA,NA
11911087,"PHOSPHATE CREATININE RATIO URINE","PHOSPHATE/CREAT RATIO (Q)",NA,2,NA,NA
11911092,"PROGESTERONE","PROGESTERONE (Q)",NA,25,NA,NA
11911093,"ALPHA-2-GLOBULINS","ALPHA-2-GLOBULINS (Q)",NA,35,NA,NA
11911125,"MEASLES ANTIBODY (IGG)","MEASLES ANTIBODY (IGG) (Q)",NA,13,NA,NA
11911157,"PLEASE NOTE","PLEASE NOTE: (Q)","8262-8",22,NA,NA
11911166,"JOHNSON GRASS (G10) IGE","JOHNSON GRASS (G10) IGE (Q)",NA,3,NA,NA
11911176,"CLASS","CLASS (Q)",NA,3,NA,NA
11911197,"DOG DANDER (E5) IGE","DOG DANDER (E5) IGE (Q)",NA,4,NA,NA
11911250,"ALLERGEN BRAZIL NUT IGE","BRAZIL NUT (F18) IGE (Q)",NA,2,NA,NA
11911272,"PH","PH",NA,412,NA,NA
11911274,"SQUAMOUS EPITHELIAL","SQUAMOUS EPITHELIAL CELLS (Q)",NA,433,NA,NA
11911284,"CLASS","CLASS (Q)",NA,2,NA,NA
11911333,"CLINICAL INFORMATION","CLINICAL INFORMATION (Q)",NA,79,NA,NA
11911349,"BLASTS","BLASTS (Q)",NA,2,NA,NA
11911355,"RESULT/COMMENT","RESULT/COMMENT: (Q)",NA,2,NA,NA
11911425,"HSV 1 IGG TYPE SPECIFIC AB","HSV 1 IGG TYPE SPECIFIC AB (Q)",NA,13,NA,NA
11911427,"AUREOBASIDIUM PULLULANS (M12) IGE","AUREOBASIDIUM PULLULANS (M12) IGE (Q)",NA,3,NA,NA
11911457,"ESTRADIOL, ULTRASENSITIVE LC/MS/MS","ESTRADIOL, ULTRASENSITIVE LC/MS/MS (Q)",NA,2,NA,NA
11911519,"SODIUM URINE","SODIUM, RANDOM URINE (Q)",NA,7,"CHEBI:26712",NA
11911533,"CLASS","CLASS (Q)",NA,2,NA,NA
11911581,"CMV DNA, QL PCR","CMV DNA, QL PCR (Q)",NA,138,NA,NA
11911640,"ALLERGEN SPECIFIC IGE CURVULARIA SPICIFERA","ALLERGEN SPECIFIC IGE CURVULARIA SPICIFERA* (Q)",NA,2,NA,NA
11911712,"GENERAL CATEGORIZATION","GENERAL CATEGORIZATION: (Q)",NA,61,NA,NA
11911718,"SPECIMEN TYPE","SPECIMEN TYPE: (Q)",NA,112,NA,NA
11911744,"BV CATEGORY","BV CATEGORY: (Q)",NA,304,NA,NA
11911746,"LYME DISEASE (BORRELIA SPP) DNA, QL, TICK","LYME DISEASE (BORRELIA SPP) DNA, QL, TICK (Q)",NA,3,NA,NA
11911751,"RH TYPE (REFL)","RH TYPE (REFL) (Q)",NA,75,NA,NA
11911752,"DRVVT SCREEN","DRVVT SCREEN (Q)",NA,10,NA,NA
11911758,"HCG MOM","HCG MOM (Q)",NA,27,NA,NA
11911774,"AGE RISK DOWN SYNDROME","AGE RISK DOWN SYNDROME (Q)",NA,115,NA,NA
11911778,"TWIN B NT","TWIN B NT (Q)",NA,55,NA,NA
11911792,"NUCHAL TRANSLUCENCY","NUCHAL TRANSLUCENCY (Q)",NA,53,NA,NA
11911863,"NT MOM","NT MOM (Q)",NA,108,NA,NA
11912011,"ANA SCREEN, IFA","ANA SCREEN, IFA (Q)",NA,91,NA,NA
11912020,"BILIRUBIN DIRECT","BILIRUBIN, DIRECT (Q)",NA,313,"CHEBI:16990",NA
11912022,"BUN/CREATININE","BUN/CREATININE RATIO (Q)",NA,3250,NA,NA
11912047,"ESTROGEN, TOTAL, SERUM","ESTROGEN, TOTAL, SERUM (Q)",NA,3,NA,NA
11912051,"SUPERSATURATION INDEX WITH RESPECT TO","SUPERSATURATION INDEX WITH RESPECT TO: (Q)",NA,3,NA,NA
11912110,"Z SCORE (FEMALE)","Z SCORE (FEMALE) (Q)",NA,5,NA,NA
11912112,"FREE T4","T4, FREE (Q)",NA,686,NA,NA
11912126,"(ALWAYS MESSAGE)","(ALWAYS MESSAGE) (Q)",NA,3767,NA,NA
11912150,"PROTEIN/CREATININE RATIO","PROTEIN/CREATININE RATIO (Q)",NA,1685,NA,NA
11912160,"SWEET VERNAL GRASS (G1) IGE","SWEET VERNAL GRASS (G1) IGE (Q)",NA,3,NA,NA
11912181,"WALNUT TREE (T10) IGE","WALNUT TREE (T10) IGE (Q)",NA,4,NA,NA
11912182,"CLASS","CLASS (Q)",NA,2,NA,NA
11912242,"ALLERGEN CODFISH IGE","CODFISH (F3) IGE (Q)",NA,3,NA,NA
11912291,"MAGNESIUM","MAGNESIUM (Q)",NA,5,NA,NA
11912345,"# BAND NEUTROPHILS","ABSOLUTE BAND NEUTROPHILS (Q)",NA,28,NA,NA
11912356,"CULTURE, SPUTUM/LOWER RESPIRATORY","CULTURE, SPUTUM/LOWER RESPIRATORY (Q)",NA,4,NA,NA
11912358,"% EOSINOPHILS","EOSINOPHILS, % (Q)",NA,16,NA,NA
11912380,"COMMENTS","COMMENTS: (Q)",NA,10,NA,NA
11912391,"MUMPS VIRUS ANTIBODY (IGG)","MUMPS VIRUS ANTIBODY (IGG) (Q)",NA,13,NA,NA
11912393,"PROSTATE SPECIFIC ANTIGEN TOTAL","PSA, TOTAL (Q)","2857-1",292,NA,NA
11912396,"IMMUNOGLOBULIN G SUBCLASS 2","IMMUNOGLOBULIN G SUBCLASS 2 (Q)",NA,148,NA,NA
11912424,"CYTOMEGALOVIRUS ANTIBODY (IGM)","CYTOMEGALOVIRUS ANTIBODY (IGM) (Q)",NA,11,NA,NA
11912482,"HEIGHT FEET","HEIGHT FEET (Q)",NA,40,NA,NA
11912508,"HEPATITIS B VIRUS DNA","HEPATITIS B VIRUS DNA (Q)",NA,15,NA,NA
11912524,"93 KD (IGG) BAND","93 KD (IGG) BAND (Q)",NA,55,NA,NA
11912546,"ACETYLCHOLINE RECEPTOR BLOCKING ANTIBODY","ACETYLCHOLINE RECEPTOR BLOCKING ANTIBODY (Q)",NA,3,NA,NA
11912564,"INTERPRETATION","INTERPRETATION (Q)",NA,65,NA,NA
11912579,"INSULIN AUTOANTIBODY","INSULIN AUTOANTIBODY (Q)",NA,3,NA,NA
11912699,"PSA, ICMA","PSA, ICMA (Q)","35741-8",34,NA,NA
11912711,"PREV. BX","PREV. BX: (Q)",NA,714,NA,NA
11912722,"17 HYDROXYPROGESTERONE, LC/MS/MS","17 HYDROXYPROGESTERONE, LC/MS/MS (Q)",NA,3,NA,NA
11912769,"FREE TESTOSTERONE (Q)","FREE TESTOSTERONE (Q)","2991-8",28,NA,NA
11912777,"NASAL BONE","NASAL BONE (Q)",NA,1723,NA,NA
11912801,"AFP","AFP (Q)",NA,16,NA,NA
11912808,"BENZODIAZEPINES","BENZODIAZEPINES (Q)",NA,51,NA,NA
11912810,"NORDIAZEPAM","NORDIAZEPAM (Q)",NA,20,NA,NA
11912859,"METHADONE METABOLITE","METHADONE METABOLITE (Q)","41858-2",52,NA,NA
11912950,"RESULT/COMMENT","RESULT/COMMENT: (Q)",NA,12,NA,NA
11912995,"HSV 1 IGG INDEX","HSV 1 IGG INDEX (Q)",NA,2,NA,NA
11913013,"THYROGLOBULIN AB (Q)","THYROGLOBULIN ANTIBODIES (Q)","8098-6",68,NA,NA
11913021,"EGFR AFRICAN AMERICAN","EGFR AFRICAN AMERICAN (Q)","48643-1",3115,NA,NA
11913025,"CERULOPLASMIN","CERULOPLASMIN (Q)",NA,7,NA,NA
11913037,"CULTURE, THROAT","CULTURE, THROAT (Q)",NA,48,NA,NA
11913039,"APPEARANCE","APPEARANCE (Q)",NA,2,NA,NA
11913049,"THE PATIENT HAS","THE PATIENT HAS: (Q)",NA,4,NA,NA
11913080,"OVA AND PARASITES, STOOL CONC AND PERM SMEAR","OVA AND PARASITES, STOOL CONC AND PERM SMEAR (Q)",NA,22,NA,NA
11913095,"PROTEIN TOTAL 24 HR UR","PROTEIN, TOTAL, 24 HR UR (Q)",NA,57,"CHEBI:36080",NA
11913104,"CYSTATHIONINE","CYSTATHIONINE (Q)",NA,4,NA,NA
11913124,"ZINC PROTOPORPHYRIN (ZPP)","ZINC PROTOPORPHYRIN (ZPP) (Q)","33007-6",3,NA,NA
11913126,"COMPLEMENT COMPONENT C1Q","COMPLEMENT COMPONENT C1Q (Q)",NA,2,NA,NA
11913170,"COMMENT","COMMENT (Q)",NA,12,NA,NA
11913172,"CLASS","CLASS (Q)",NA,2,NA,NA
11913173,"MUGWORT (W6) IGE","MUGWORT (W6) IGE (Q)",NA,2,NA,NA
11913178,"CLASS","CLASS (Q)",NA,2,NA,NA
7625003,"THYROGLOBULIN AB (Q)","Q THYROGLOBULIN ANTIBODIES",NA,11,NA,NA
7731003,"HEPATITIS D VIRUS (HDV) IGM ANTIBODY, EIA","Q HEPATITIS D VIRUS (HDV) IGM ANTIBODY, EIA",NA,11,NA,NA
7736003,"LACTOFERIN FEC","C LACTOFERIN FEC",NA,5,NA,NA
7806003,"MODE CAP","C MODE CAP","20124-4",18,NA,NA
7806004,"EER CYTOGENO SNP","C EER CYTOGENO SNP","11526-1",7,NA,NA
7807005,"C ALLERGEN INTERP.","C ALLERGEN INTERP.","33536-4",135,NA,NA
7810003,"% FIO2","C %FIO2",NA,5327,"CHEBI:15379",NA
7819003,"Ur Metaneph/Vol","Ur Metanephrine per volume","21019-5",1403,NA,NA
7820003,"Multispot HIV-2","Multispot HIV-2","30361-0",300,NA,NA
7822003,"Multispot HIV-1","Multispot HIV-1","29893-5",301,NA,NA
7823003,"Multispot Interp","Multispot Interp","69048-7",1531,NA,NA
7859005,"CONTACT","Q CONTACT",NA,81,NA,NA
7865003,"UR NORMETANEPH/VOL","C UR NORMETANEPH/VOL","21422-1",104,NA,NA
7866004,"UR DOPAMINE/VOL","C UR DOPAMINE/VOL","2217-8",66,NA,NA
7884003,"Cytogeno SNP","Cytogenomic SNP Microarray","62375-1",114,NA,NA
7887004,"DB Muscular Dystrophy","Duchenne Becker Muscular Dystrophy",NA,21,NA,NA
7889003,"Paraneoplastic AutoAb, Serum","Paraneoplastic Autoantibody Evaluation, Serum (PAVAL)",NA,807,NA,NA
7907003,"NORFENTANYL","NORFENTANYL","58383-1",58,NA,NA
7914003,"BCR ABL1/ABL1 %","Q BCR ABL1/ABL1 %",NA,162,NA,NA
7964004,"FEC FAT 72HR","C FEC FAT 72HR","30078-0",5,NA,NA
7967004,"FEC FAT 48HR","C FEC FAT 48HR","16855-9",6,NA,NA
7968003,"C MULTISPOT INTERP","C MULTISPOT INTERP","69048-7",327,NA,NA
8019003,"ABNORMAL SPECIMEN VALIDITY TEST","Q ABNORMAL SPECIMEN VALIDITY TEST",NA,12,NA,NA
8019025,"ALLERGEN CRAB IGG","Q ALLERGEN CRAB IGG",NA,5,NA,NA
8019121,"HEXADECANEDIOIC ACID","Q HEXADECANEDIOIC ACID",NA,9,NA,NA
8019152,"N/A","Q N/A",NA,2,NA,NA
8020015,"ACETYLCHOLINE RECEPTOR$ BINDING ANTIBODY","Q ACETYLCHOLINE RECEPTOR$BINDING ANTIBODY",NA,233,NA,NA
8020092,"DURATION (MIN)","Q DURATION (MIN)",NA,3,NA,NA
8021161,"PDGFRA MUTATION ANALYSIS","Q PDGFRA MUTATION ANALYSIS",NA,2,NA,NA
8021219,"REASON 9","Q REASON 9",NA,13,NA,NA
8021224,"CLIENT ACCESSION #","Q CLIENT ACCESSION #",NA,142,NA,NA
8022043,"ALUMINUM, RANDOM URINE","Q ALUMINUM, RANDOM URINE",NA,2,NA,NA
8022141,"MEDMATCH MIDAZOLAM","Q MEDMATCH MIDAZOLAM",NA,6,NA,NA
8022219,"REASON 8","Q REASON 8",NA,13,NA,NA
8023004,"ALPHAHYDROXYTRIAZOLAM","Q ALPHAHYDROXYTRIAZOLAM",NA,6,NA,NA
8023217,"RESULTS REVIEWED BY","Q RESULTS REVIEWED BY",NA,3,NA,NA
8024003,"BCR ABL1/ABL1 % (IS)","Q BCR ABL1/ABL1 % (IS)",NA,216,NA,NA
8024030,"ALLERGEN SPECIFIC IGE$ BAYBERRY(M. CERIFERA)","Q ALLERGEN SPECIFIC IGE$BAYBERRY(M.CERIFERA)*",NA,219,NA,NA
8025043,"AMIKACIN, TROUGH","Q AMIKACIN, TROUGH",NA,2,NA,NA
8026086,"DICHLORVOS","Q DICHLORVOS",NA,2,NA,NA
8026214,"SAMPLE TYPE","Q SAMPLE TYPE",NA,7,NA,NA
8069006,"P190 BCR ABL1","Q P190 BCR ABL1",NA,47,NA,NA
8070005,"OXALIC ACID, 24-HOUR URINE","Q OXALIC ACID, 24-HOUR URINE",NA,3,"CHEBI:132952",NA
8136003,"VITAMIN D3, 1, 25 (OH)2","Q VITAMIN D3, 1,25 (OH)2",NA,2123,NA,NA
8180044,"ABL 35 NT INSERTION","Q ABL 35 NT INSERTION",NA,4,NA,NA
8182003,"HMPV RESULT","C HMPV RESULT",NA,18885,NA,NA
8182005,"FFN INTERP SWAB","C FFN INTERP SWAB","59462-2",260,NA,NA
8182052,"COAG FACTOR XI ACTIVITY","Q COAG FACTOR XI ACTIVITY",NA,7,NA,NA
8182053,"MARIJUANA METABOLITE","Q MARIJUANA METABOLITE",NA,4036,NA,NA
8205004,"HHV-5.(dsDNA) (Result)","HHV-5.(dsDNA) (Result)",NA,69190,NA,NA
8229010,"ABNORMAL PROTEIN BAND 2","Q ABNORMAL PROTEIN BAND 2",NA,212,NA,NA
8232008,"BERMUDA GRASS (G2) IGE","Q BERMUDA GRASS (G2) IGE",NA,134,NA,NA
8233009,"CYCLOSPORINE, LC/MS/MS, BLOOD","Q CYCLOSPORINE, LC/MS/MS, BLOOD",NA,1274,NA,NA
8275003,"AMERICAN COCKROACH (I206) IGE","Q AMERICAN COCKROACH (I206) IGE",NA,40,NA,NA
8277003,"MUSK ANTIBODY TITER","Q MUSK ANTIBODY TITER",NA,20,NA,NA
8344003,"Q ANAEROBIC BACTERIUM ID","Q ANAEROBIC BACTERIUM ID",NA,2,NA,NA
8345003,"OSMOLALITY URINE","Q OSMOLALITY, URINE",NA,4,NA,NA
8423003,"QFTG QNT","C QFTG QNT","46217-6",183,NA,NA
8424004,"PALLIDUM AB, EIA","Q PALLIDUM AB, EIA",NA,2,NA,NA
8426003,"FIT TEST SAMPLE #2 DATE","FIT TEST SAMPLE #2 DATE",NA,431,NA,NA
8426005,"BOTRYTIS CINEREA (M7) IGE","Q BOTRYTIS CINEREA (M7) IGE",NA,2,NA,NA
8451003,"C. TRACHOMATIS AMPLIFIED THINPREP","C C. TRACHOMATIS AMPLIFIED THINPREP",NA,2,NA,NA
8451006,"PRESCRIBED DRUG 4","Q PRESCRIBED DRUG 4",NA,5,NA,NA
8454006,"MEDMATCH AOH ALPRAZOLAM","Q MEDMATCH AOH ALPRAZOLAM",NA,134,NA,NA
8477004,"HGB F%","C HGB F%",NA,16,NA,NA
8477005,"HEMOGLOBIN INTERPRET","C HGB INTERP","13514-5",73,NA,"CHEBI:35143"
8477006,"SCLERODERMA (SCL-70) ANTIBODY","C SCL 70 ANTIBODY",NA,7,NA,NA
8477007,"HELICOBACTER PYLORI ANTIBODY IGG","C HELICOBACTER PYLORI ANTIBODY IGG",NA,294,NA,NA
8479004,"Adeno Deaminase Pleural Fld","Adeno Deaminase Pleural Fluid","35704-6",334,NA,NA
8479005,"Circulating Tumor Cell #","Circulating Tumor Cell Number",NA,6,NA,NA
8480010,"Lymphocyte Subset Panel 7 Info","Lymphocyte Subset Panel 7 Information","48767-8",1223,NA,NA
8480012,"% HLA-DR","% HLA-DR","32751-0",1222,NA,NA
8480020,"HLA HRDQB","HLA HRDQB",NA,4809,NA,NA
8481011,"% CD3","% CD3","20599-7",1246,NA,NA
8481013,"Absolute CD2","Absolute CD2","9557-0",1225,NA,NA
8481015,"Chromosome Breakage Analysis","Chromosome Breakage Analysis",NA,103,NA,NA
8482008,"Pneumocyctic Src","Pneumocystis source","31208-2",513,NA,NA
8482009,"Absolute CD19","Absolute CD19","15195-1",1250,NA,NA
8482014,"Lutein","Lutein","56669-5",6,NA,NA
8498007,"MEDMATCH OXAZEPAM","Q MEDMATCH OXAZEPAM",NA,134,NA,NA
8524004,"C LOW PEEP","C LOW PEEP",NA,293,NA,NA
8525005,"O2 SAT CAPILLARY","C O2 SAT CAP",NA,3497,"CHEBI:15379",NA
8541005,"Ur CALC","Urine Supersaturation, UA CALC","6874-2",32,NA,"CHEBI:22985"
8551004,"MRSA CULTURE SCREEN","Q MRSA CULTURE SCREEN",NA,30,NA,NA
8552007,"C PRE ALB CSF","C PRE ALB CSF",NA,31,NA,NA
8553005,"C ALPHA 1 CSF","C ALPHA 1 CSF",NA,31,NA,NA
8579005,"C BETA CSF","C BETA CSF",NA,30,NA,NA
8608004,"OH-BUTYRYLCARNITINE, C4OH","Q OH-BUTYRYLCARNITINE, C4OH",NA,2,NA,NA
8610006,"3 HOUR GLUCOSE TOLERANCE - 1 HOUR","Q GLUCOSE, 1 HOUR NDDG CUTOFF",NA,11,"CHEBI:17234",NA
8631003,"ANTIBODY SCREEN","C ANTIBODY SCREEN INTERP PEG",NA,611,NA,NA
8634003,"C NORCLOZAPINE LVL","C NORCLOZAPINE LVL",NA,20,NA,NA
8651006,"UGT1A1 Alle 2","UGT1A1 Alle 2","51952-0",153,NA,NA
8660003,"Y CHROMO SPEC","C Y CHROMO SPEC",NA,5,NA,NA
8662005,"CHROMATIN ANTIBODY IGG","C CHROMATIN AB IGG","32580-3",5,NA,NA
8687004,"GENDER OF FETUS REQUESTED","Q GENDER OF FETUS REQUESTED",NA,315,NA,NA
8687008,"T21 RESULT","Q?T21 RESULT",NA,279,NA,NA
8688008,"T13 PANORAMA RISK SCORE","Q T13 PANORAMA RISK SCORE",NA,279,NA,NA
8688010,"APPROVED BY","Q APPROVED BY",NA,496,NA,NA
8689008,"MX PANORAMA RISK SCORE","Q?MX PANORAMA RISK SCORE",NA,279,NA,NA
8690003,"% FETAL FRACTION","Q % FETAL FRACTION",NA,303,NA,NA
8690007,"T21 COMMENTS","Q 21 COMMENTS",NA,279,NA,NA
8713003,"GENDER OF FETUS","Q GENDER OF FETUS",NA,305,NA,NA
8713005,"AMOBARBITAL","Q AMOBARBITAL","11230-0",43,NA,NA
8713013,"NIPT INTERPRETATION","Q NIPT INTERPRETATION",NA,288,NA,NA
8735053,"ALBUMIN PLURAL FLUID","Q ALBUMIN, PLEURAL FLUID","1748-3",2,"PR:000003918","PR:000003918"
8735161,"CLASS","Q CLASS","15641-4",3,NA,NA
8735195,"24HR URINE CREATININE","Q CREATININE CONCENTRATION","20624-3",16,NA,NA
8841065,"Q TOTAL NUCLEATED CELL CT","Q TOTAL NUCLEATED CELL CT","6743-9",10,NA,NA
8841085,"Q VZV QN PCR","Q VZV QN PCR","49451-8",2,NA,NA
8842003,"BODY TEMPERATURE ARTERIAL","C TEMP ART","8310-5",136197,NA,NA
8842005,"CALCIUM IONIZED ARTERIAL","C CA ION ART","34581-9",169775,"CHEBI:22985","CHEBI:22985"
8842006,"PO2 ARTERIAL TEMP CORRECTED","C PO2(T) ART","2703-7",131767,"CHEBI:15379","CHEBI:15379"
8842006,"PO2 ARTERIAL TEMP CORRECTED","C PO2(T) ART","2703-7",131767,"CHEBI:15379","CHEBI:15379"
8842062,"Q TOBRAMYCIN","Q TOBRAMYCIN","508-2",2,NA,NA
8861003,"Hexos Total","Hexosaminidase Total","1954-7",29,NA,NA
8841026,"Q SPECIMEN 2","Q SPECIMEN 2","58504-2",2,NA,NA
8842008,"MEDMATCH AMOBARBITAL","Q MEDMATCH AMOBARBITAL",NA,6,NA,NA
8842011,"MEDMATCH EDDP","Q MEDMATCH EDDP",NA,16,NA,NA
8842020,"Q SEROTYPE 51 (7F)","Q SEROTYPE 51 (7F)","25296-5",130,NA,NA
8858003,"KIT, Source","KIT, Source","31208-2",167,NA,NA
8869003,"C ABL SPEC VENOUS","C ABL SPEC VENOUS","66746-9",99997,NA,NA
8870005,"HEMATOCRIT ARTERIAL","C HCT ARTERIAL","32354-3",171689,NA,NA
8904007,"TNF-alpha","TNF-alpha","3074-2",833,NA,NA
8906004,"IFN-gamma","IFN-gamma","27415-9",833,NA,NA
8906006,"IL-7","IL-7","70086-4",833,NA,NA
8931004,"TAC-AUC 10Hr","TAC-AUC 10Hr",NA,3,NA,NA
8932003,"TAC-AUC 0min","TAC-AUC 0min",NA,5,NA,NA
8932004,"TAC-AUC 2Hr","TAC-AUC 2Hr",NA,8,NA,NA
8933003,"TAC-AUC","Timed Tacrolimus (Area Under Curve)","11253-2",8,NA,"CHEBI:61049"
8933004,"TAC-AUC 8Hr","TAC-AUC 8Hr",NA,2,NA,NA
8933005,"TAC-AUC 5Hr","TAC-AUC 5Hr",NA,5,NA,NA
8953109,"HPV E6, E7","Q HPV RNA, HR E6/E7, TMA",NA,30044,NA,NA
8954109,"HSV 1 IGM TITER","Q HSV 1 IGM TITER",NA,3,NA,NA
8968003,"AP Sendout","AP Sendout",NA,5,NA,NA
8979004,"OP PT EVALUATION - MCKENZIE CERVICAL SPINE","OP PT EVALUATION - MCKENZIE CERVICAL SPINE",NA,410,NA,NA
8979006,"OP PT EVALUATION - WORK HARDENING AND CONDITIONING","OP PT EVALUATION - WORK HARDENING AND CONDITIONING",NA,173,NA,NA
