PK_ORDER_ITEM_ID,count,assembled,cbc.bool,platelet.bool,diff.bool,electronic.diff.bool,automated.bool,manual.bool,blood.gas.bool,abl90.bool,gem.bool,arterial.bool,venous.bool,vented.bool,whole.blood.bool,hematocrit.bool,electrolyes.bool,ekg.bool,electrophoresis.bool,reticulocyte.bool,count.bool,bmp.bool,cmp.bool,hemaglobin.bool,hemoglobin.bool,coox.bool,a1c.bool,vitamin.bool,urine.bool,protime.bool,ptt.bool,protein.bool,crp.bool,cardiac.bool,neonatal.bool,liver.bool,fibrinogen.bool,glucose.bool,gtt.bool,csf.bool,fasting.bool,antibody.bool,bodily.fluid.bool,plasma.bool,serum.bool,poc.bool,phosphorous.bool,ph.bool,osmolarity.bool,creatinine.bool,ck.bool,twentyfour.bool,bilirubin.bool,total.bool,free.bool,direct.bool,indirect.bool,abo.bool,gfr.bool,level.bool,confirm.bool,screen.bool,reflex.bool,estimated.bool,lipid.bool,peak.bool,trough.bool,random.bool,cholesterol.bool,any.dl.bool,pulm.test.bool,spiro.bool,ORDER_ITEM_CODE,ORDER_ITEM_DESCRIPTION,ORDER_ITEM_TYPE,ORDER_ITEM_PRIMARY_TYPE,ORDER_ITEM_PRIMARY_TYPE_NONSTD
979570,7,"Protein, bodily fluid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF TP,Protein Body Fluid,General Lab,LABORATORY,Laboratory
612337,6,"Protein, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serum Protein,LEAN Serum Protein,Lab LEAN Collect RN,LABORATORY,Diagnostic
980400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,U24PROT,UPRO,General Lab,LABORATORY,Laboratory
975885,8,"Protein, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,TP,Protein Total,General Lab,LABORATORY,Laboratory
593530,4,"Protein, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,C1000095,TOTAL PROTEIN,LAB BLOOD ORDERABLES,LABORATORY,Lab
612235,1,"Protein, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Total Protein,MCODES_Total Protein HUP/PPMC,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
979812,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPROT,RUPRO,General Lab,LABORATORY,Laboratory
979505,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prot C Function,PRCF,General Lab,LABORATORY,NA
977555,7,C-reactive protein (high sensitivity: cardiac or neonatal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C-Reactive Protein, HS (cardiac/ neonatal)",CRP,General Lab,LABORATORY,Laboratory
978696,1,C-reactive protein (high sensitivity: cardiac or neonatal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C-Reactive Protein, HS (cardiac/ neonatal)",HSCRP,General Lab,LABORATORY,Laboratory
1055674,6,C-reactive protein (non-cardiac),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRPN,CRP Non-Cardiac,General Lab,LABORATORY,Laboratory
621272,4,C-reactive protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C Reactive Protein,LEAN C Reactive Protein,Lab LEAN Collect RN,LABORATORY,Diagnostic
593697,1,C-reactive protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86140,C REACTIVE PROTEIN,LABORATORY,LABORATORY,Lab
1059970,1,C-reactive protein (non-cardiac),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRPNC,CRP NON-CARDIAC,LAB BLOOD ORDERABLES,LABORATORY,Lab
978448,22,C-reactive protein (high sensitivity: cardiac or neonatal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C-Reactive Protein, HS (cardiac/ neonatal)","C-Reactive Protein, HS (cardiac/ neonatal)",General Lab,LABORATORY,Laboratory
979350,1497,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liver Evaluation Profile (A/G Ratio, ALB, ALP, ALT","Liver Evaluation Profile (A/G Ratio, ALB, ALP, ALT, AST, DBIL, Globulin, INDBIL, TBIL, TP)",General Lab,LABORATORY,Laboratory
978778,964,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liver Injury Profile (ALP, ALT, AST, DBIL, INDBIL, TBIL)","Liver Injury Profile (ALP, ALT, AST, DBIL, INDBIL, TBIL)",General Lab,LABORATORY,Laboratory
978276,418,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEPPNL,Hepatic Function Panel,General Lab,LABORATORY,Laboratory
602956,261,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM200018,HEPATIC FUNCTION PANEL,LAB BLOOD ORDERABLES,LABORATORY,Lab
595076,260,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1050350,HEPATIC FUNCTION PANEL,LABORATORY,LABORATORY,Lab
602618,109,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM200019,"LIVER EVALUATION PROFILE (A/G RATIO, ALB, ALP, ALT, AST, DBIL, GLOBULIN, INDBIL, TBIL, TP)",LAB BLOOD ORDERABLES,LABORATORY,Lab
624639,79,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liver Injury Panel,LEAN Liver Injury Panel,Lab LEAN Collect RN,LABORATORY,Diagnostic
976969,63,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liver Injury Profile (ALP, ALT, AST, DBIL, INDBIL, TBIL)",LIVERIN,General Lab,LABORATORY,Laboratory
978855,62,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEPPNL,Liver Function Test,General Lab,LABORATORY,Laboratory
603667,42,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIVERIN,"LIVER INJURY PROFILE (ALP, ALT, AST, DBIL, INDBIL, TBIL)",LAB BLOOD ORDERABLES,LABORATORY,Lab
978513,18,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z9LIVEREV,z9Liver Evaluation,General Lab,LABORATORY,Laboratory
977272,16,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zzLIVERIN,zzLiver Injury Panel,General Lab,LABORATORY,Laboratory
593201,13,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80058C,LIVER EVALUATION (LIO ONLY),LABORATORY,LABORATORY,Lab
979008,8,Liver panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zzLIVERIN,LIVINJ,General Lab,LABORATORY,Laboratory
1297156,12,Liver fibrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIBRO NAFL,"Liver Fibrosis, Non-Alcoholic Fatty Liver Disease",General Lab,LABORATORY,Laboratory
1129117,11,Liver fibrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVRFIB,"Liver Fibrosis, Chronic Viral Hepatitis",General Lab,LABORATORY,Laboratory
614370,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Fibrinogen Level,LEAN Fibrinogen,Lab LEAN Collect RN,LABORATORY,Diagnostic
978568,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIB,Fibrinogen,General Lab,LABORATORY,Laboratory
593400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3000160,FIBRINOGEN,LAB BLOOD ORDERABLES,LABORATORY,Lab
978420,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIB,FIB,General Lab,LABORATORY,Laboratory
978072,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIB,FIB,General Lab,LABORATORY,Laboratory
978128,1,"Glucose, CSF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSFGLUC,Glucose CSF,General Lab,LABORATORY,Laboratory
614679,1,"Glucose, CSF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glucose, CSF","LEAN Glucose, CSF",Lab LEAN Collect RN,LABORATORY,Diagnostic
978325,3,"Glucose, fasting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FGLUC,Glucose Fasting,General Lab,LABORATORY,Laboratory
978216,7,"Glucose, bodily fluid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF GLUC,Glucose Body Fluid,General Lab,LABORATORY,Laboratory
601483,306,"Glucose, plasma, POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,C0200022,GLUCOSE (PLASMA POC),LABORATORY,LABORATORY,Lab
620515,39,"Glucose, plasma, POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,POC Plasma Glucose,LEAN POC Plasma Glucose,Lab LEAN Collect RN,LABORATORY,Diagnostic
976235,3433,"Glucose, plasma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glucose (Rals),Glucose (Plasma Rals Group),General Lab,LABORATORY,Laboratory
1092580,144,"Glucose, POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,C1901902,GLUCOSE POC,LABORATORY,LABORATORY,Lab
978121,60,Glucose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUC,Glucose,General Lab,LABORATORY,Laboratory
608914,31,Glucose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glucose,MCODES_Glucose HUP-O PAH-Result,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
593389,8,Glucose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1010060,GLUCOSE (OGLU),LAB BLOOD ORDERABLES,LABORATORY,Lab
1226027,3,Glucose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI0193,"GLUCOSE, BLOOD, GLUCOSE *",LABORATORY,LABORATORY,Lab
1085502,2,Glucose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82962B,"PERIOP GLUCOSE, BLOOD, GLUCOSE *",LAB-POC MANUAL ENTRY,LABORATORY,Lab
981996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_Glu Tol 0 Hr,_Glucose Tolerance 0 Hr,General Lab,LABORATORY,Laboratory
977921,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSFGLUC,CFG,General Lab,LABORATORY,Laboratory
1129114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VZMCSF,"Varicella-Zoster Virus Ab, IgM CSF",General Lab,LABORATORY,Laboratory
978374,4,Hepatitis B core antigen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,ABHBC,"Hepatitis B core antibody, (HBcAb); total",General Lab,LABORATORY,Laboratory
973086,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,GBM Ab,Anti Glomerular Basement Membrane Antibody,General Lab,LABORATORY,Laboratory
977502,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMV IgG,CMV Antibody IgG,General Lab,LABORATORY,Laboratory
977202,4,Cardiolipin antibody screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,ACL,Cardiolipin Antibody Screen,General Lab,LABORATORY,Laboratory
601532,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5504201,"EPSTEIN BARR VIRUS ANTIBODY PROFILE (EBV VCA, IGG: EBV VCA, IGM: EBNA, EA)",LAB BLOOD ORDERABLES,LABORATORY,Lab
978788,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEP C,Hepatitis C Antibody,General Lab,LABORATORY,Laboratory
979668,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sjogren's Ab,Sjogren's Antibody,General Lab,LABORATORY,Laboratory
974560,3,Hepatitis B surface antigen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABHBS,Hepatitis B Surface Antibody,General Lab,LABORATORY,Laboratory
593802,2,Hepatitis B surface antigen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3510010,HEPATITIS B SURFACE ANTIBODY,LAB BLOOD ORDERABLES,LABORATORY,Lab
593865,2,Hepatitis C antibodies (IgG + IgM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3510117,HEPATITIS C ANTIBODY IGM + IGG WITH REFLEX TO HCV PCR,LAB BLOOD ORDERABLES,LABORATORY,Lab
977339,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANCASC,Anti Neutrophil Cytoplasmic Antibody,General Lab,LABORATORY,Laboratory
603761,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLAPOST,HLA POST TRANSPLANT ANTIBODY,LAB BLOOD ORDERABLES,LABORATORY,Lab
978802,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyme Ab,Lyme Antibody,General Lab,LABORATORY,NA
979352,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parvo,Parvovirus B19 Antibodies IgG and IgM,General Lab,LABORATORY,NA
979543,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MycoIgM,Mycoplasma Antibody IgM,General Lab,LABORATORY,NA
980834,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varic IgG,Varicella Zoster Antibody IgG,General Lab,LABORATORY,NA
976369,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z9H pylori IgG,z9Helicobacter pylori Antibody IgG,General Lab,LABORATORY,Laboratory
979387,4,"pH, bodily fluid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,BF pH,pH Body Fluid,General Lab,LABORATORY,Laboratory
976958,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BF Alb,Albumin Level Body Fluid,General Lab,LABORATORY,Laboratory
976805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BF AMY,Amylase Level Body Fluid,General Lab,LABORATORY,Laboratory
977501,4,"Cholesterol, bodily fluid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,BF CHOL,Cholesterol Body Fluid,General Lab,LABORATORY,Laboratory
978689,8,"Lactate dehydrogenase, bodily fluid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF LDH,Lactate Dehydrogenase Body Fluid,General Lab,LABORATORY,Laboratory
974195,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFCELL#,FC,General Lab,LABORATORY,NA
978065,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF TRIG,Triglyceride Body Fluid,General Lab,LABORATORY,Laboratory
977010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF GLUC,BF GLUC,General Lab,LABORATORY,Laboratory
977018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF TP,BF TP,General Lab,LABORATORY,Laboratory
978437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF Alb,FLALB,General Lab,LABORATORY,Laboratory
977988,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF CREA,FLCRE,General Lab,LABORATORY,Laboratory
976110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BF LDH,FLLDH,General Lab,LABORATORY,Laboratory
593300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,C7000410,TOTAL PLASMA HOMOCYSTEINE,LAB BLOOD ORDERABLES,LABORATORY,Lab
627119,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortisol, Plasma","LEAN Cortisol, Plasma.",Lab LEAN Collect RN,LABORATORY,Diagnostic
1272106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPAM2,DISPENSE PLASMA,BLOOD BANK PRODUCT ORDERABLES,LABORATORY,Blood Bank
593792,3,"Osmolality, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,C1000210,SERUM OSMOLALITY,LAB BLOOD ORDERABLES,LABORATORY,Lab
607099,2,"Creatine, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,"Creatinine, Serum",MCODES_Creatinine Level,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
593369,7,"Creatine, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,C1000030,"CREATININE,SERUM",LAB BLOOD ORDERABLES,LABORATORY,Lab
1215967,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,L717322,"TOBRAMYCIN, SERUM, PEAK/TROUGH",QUEST/LABCORP LAB,LABORATORY,Lab
616981,36,"Chloride, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chloride Serum,LEAN Chloride,Lab LEAN Collect RN,LABORATORY,Diagnostic
595321,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,C9020092,"METHYLMALONIC ACID, SERUM",LAB BLOOD ORDERABLES,LABORATORY,Lab
978025,6,"Creatinine, POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,CREA POC,Creatinine Point of Care,General Lab,LABORATORY,Laboratory
652315,1,"Creatinine, POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,CREAPOC,CREATININE POINT OF CARE,LAB BLOOD ORDERABLES,LABORATORY,Lab
1145222,57,"Urinalysis dipstick, POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,POC UA DIP,POC UA DIP,General Lab,LABORATORY,Laboratory
1048904,37,"Tropopnin, I, POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,_POC Trop-I,_Troponin-I POC,General Lab,LABORATORY,Laboratory
1144733,31,"Urinalysis dipstick, POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,POCUADIP,POC UA DIPSTICK,LABORATORY,LABORATORY,Lab
975508,11,"Chem8 (= metablic panel, basic?), POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,CHEM8 POC,Chem 8 Point of Care,General Lab,LABORATORY,Laboratory
1052315,10,"Troponin T, POC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,TROPIPOC,TROPONIN-I POC,LABORATORY,LABORATORY,Lab
974809,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ACT,Activated Clotting Time POC,General Lab,LABORATORY,Laboratory
1151455,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,POC PT,POC PT,General Lab,LABORATORY,Laboratory
979408,954,Phosphorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,PHOS,Phosphorus Level,General Lab,LABORATORY,Laboratory
593786,111,Phosphorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,C1000065,PHOSPHORUS,LAB BLOOD ORDERABLES,LABORATORY,Lab
975729,52,Phosphorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,PHOS,PHO,General Lab,LABORATORY,Laboratory
979828,17,Phosphorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,PHOS,PHOS,General Lab,LABORATORY,Laboratory
977217,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bone Profile (Alb, ALP,Ca,Phos, Tot Prot)","Bone Profile (Alb, ALP,Ca,Phos, Tot Prot)",General Lab,LABORATORY,Laboratory
