PartNumber,PartDisplayName,label.axiom,text.for.label,pure.obo,single.term,iris,PartTypeName,Status,note,o
LP16823-4,Cryptosporidium sp,'Cryptosporidium sp.',Cryptosporidium sp.,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_90962,COMPONENT,ACTIVE,NA,Cryptosporidium sp.
LP16962-0,Curvularia lunata,'Curvularia lunata',Curvularia lunata,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_5503,COMPONENT,ACTIVE,NA,Curvularia lunata
LP16815-0,Cyanide,'cyanide',cyanide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17514,COMPONENT,ACTIVE,NA,cyanide
LP17189-9,Cyclobenzaprine,'cyclobenzaprine',cyclobenzaprine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_3996,COMPONENT,ACTIVE,NA,cyclobenzaprine
LP14898-8,Cyclospora cayetanensis,'Cyclospora cayetanensis',Cyclospora cayetanensis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_88456,COMPONENT,ACTIVE,NA,Cyclospora cayetanensis
LP16098-3,cycloSPORINE,'cyclosporin A',cyclosporin A,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4031,COMPONENT,ACTIVE,NA,cyclosporin A
LP13952-4,Bermuda grass (Cynodon dactylon),'Cynodon dactylon',Cynodon dactylon,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_28909,COMPONENT,ACTIVE,NA,Cynodon dactylon
LP15519-9,Cystathionine,'cystathionine',cystathionine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17755,COMPONENT,ACTIVE,NA,cystathionine
LP31553-8,Cystatin C,'cystatin-C',cystatin-C,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000005965,COMPONENT,ACTIVE,NA,cystatin-C
LP14976-2,Cystine,'cystine',cystine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17376,COMPONENT,ACTIVE,NA,cystine
LP14255-1,Cytomegalovirus,'Cytomegalovirus',Cytomegalovirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_10358,COMPONENT,ACTIVE,NA,Cytomegalovirus
LP15586-8,Galactose 1 phosphate,'D-galactopyranose 1-phosphate',D-galactopyranose 1-phosphate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_37480,COMPONENT,ACTIVE,NA,D-galactopyranose 1-phosphate
LP14178-5,Cocksfoot (Dactylis glomerata),'Dactylis glomerata',Dactylis glomerata,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_4509,COMPONENT,ACTIVE,NA,Dactylis glomerata
LP16939-8,Carrot (Daucus carota),'Daucus carota',Daucus carota,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_4039,COMPONENT,ACTIVE,NA,Daucus carota
LP15527-2,Dehydroepiandrosterone sulfate,'dehydroepiandrosterone sulfate',dehydroepiandrosterone sulfate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16814,COMPONENT,ACTIVE,NA,dehydroepiandrosterone sulfate
LP15528-0,Dehydroepiandrosterone,'dehydroepiandrosterone',dehydroepiandrosterone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28689,COMPONENT,ACTIVE,NA,dehydroepiandrosterone
LP16059-5,Tetrahydrocannabinol,'Delta(9)-tetrahydrocannabinol',Delta(9)-tetrahydrocannabinol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_66964,COMPONENT,ACTIVE,NA,Delta(9)-tetrahydrocannabinol
LP14385-6,Dengue virus,'Dengue virus',Dengue virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12637,COMPONENT,ACTIVE,NA,Dengue virus
LP15530-6,Deoxycholate,'deoxycholate',deoxycholate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_23614,COMPONENT,ACTIVE,NA,deoxycholate
LP14485-4,Deoxypyridinoline,'Deoxypyridinoline',Deoxypyridinoline,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_89510,COMPONENT,ACTIVE,NA,Deoxypyridinoline
LP32416-7,DNA,'deoxyribonucleic acid',,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16991,SUFFIX,ACTIVE,NA,deoxyribonucleic acid
LP13994-6,American house dust mite (Dermatophagoides farinae),'Dermatophagoides farinae',Dermatophagoides farinae,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_6954,COMPONENT,ACTIVE,NA,Dermatophagoides farinae
LP16963-8,Dermatophagoides pteronyssinus,'Dermatophagoides pteronyssinus',Dermatophagoides pteronyssinus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_6956,COMPONENT,ACTIVE,NA,Dermatophagoides pteronyssinus
LP17955-3,N-desalkylflurazepam,'desalkylflurazepam',desalkylflurazepam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_135197,COMPONENT,ACTIVE,NA,desalkylflurazepam
LP16103-1,Desipramine,'desipramine',desipramine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_47781,COMPONENT,ACTIVE,NA,desipramine
LP14718-8,Nordoxepin,'desmethyldoxepin',desmethyldoxepin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_141547,COMPONENT,ACTIVE,NA,desmethyldoxepin
LP18549-3,Dexamethasone,'dexamethasone',dexamethasone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_41879,COMPONENT,ACTIVE,NA,dexamethasone
LP16105-6,Dextromethorphan,'dextromethorphan',dextromethorphan,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4470,COMPONENT,ACTIVE,NA,dextromethorphan
LP16108-0,diazePAM,'diazepam',diazepam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_49575,COMPONENT,ACTIVE,NA,diazepam
LP16113-0,Digitoxin,'digitoxin',digitoxin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28544,COMPONENT,ACTIVE,NA,digitoxin
LP14714-7,Digoxin,'digoxin',digoxin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4551,COMPONENT,ACTIVE,NA,digoxin
LP18183-1,Dihydrocodeine,'dihydrocodeine',dihydrocodeine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_135276,COMPONENT,ACTIVE,NA,dihydrocodeine
LP17238-4,dilTIAZem,'diltiazem',diltiazem,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_101278,COMPONENT,ACTIVE,NA,diltiazem
LP16116-3,Diphenhydramine,'diphenhydramine',diphenhydramine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4636,COMPONENT,ACTIVE,NA,diphenhydramine
LP16118-9,Disopyramide,'disopyramide',disopyramide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4657,COMPONENT,ACTIVE,NA,disopyramide
LP18047-8,Diuretics,'diuretic',diuretic,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_35498,COMPONENT,ACTIVE,NA,diuretic
LP31958-9,100 cells,'division by 100 cells normalization',,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0022121,DIVISORS,ACTIVE,NA,division by 100 cells normalization
LP31959-7,100 erythrocytes,'division by 100 erythrocytes normalization',,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0022122,DIVISORS,ACTIVE,NA,division by 100 erythrocytes normalization
LP31960-5,100 leukocytes,'division by 100 leukocytes normalization',,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0020011,DIVISORS,ACTIVE,NA,division by 100 leukocytes normalization
LP32035-5,Creatinine,'division by creatinine concentration normalization',,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0020012,DIVISORS,ACTIVE,NA,division by creatinine concentration normalization
LP32069-4,Hemoglobin.total,'division by total hemoglobin normalization',,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0022123,DIVISORS,ACTIVE,NA,division by total hemoglobin normalization
LP33078-4,Docosahexaenoate (C22:6w3),'docosahexaenoate',docosahexaenoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_78060,COMPONENT,ACTIVE,NA,docosahexaenoate
LP33086-7,Docosatetraenoate (C22:4w6),'docosatetraenoate',docosatetraenoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_78069,COMPONENT,ACTIVE,NA,docosatetraenoate
LP33068-5,Docosenoate (C22:1),'docosenoate',docosenoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_78076,COMPONENT,ACTIVE,NA,docosenoate
LP33058-6,Laurate (C12:0),'dodecanoate',dodecanoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_18262,COMPONENT,ACTIVE,NA,dodecanoate
LP17100-6,Yellow Hornet (Dolichovespula arenaria),'Dolichovespula arenaria',Dolichovespula arenaria,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_7442,COMPONENT,ACTIVE,NA,Dolichovespula arenaria
LP17094-1,Whitefaced Hornet (Dolichovespula maculata),'Dolichovespula maculata',Dolichovespula maculata,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_7441,COMPONENT,ACTIVE,NA,Dolichovespula maculata
LP15543-9,DOPamine,'dopamine',dopamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_18243,COMPONENT,ACTIVE,NA,dopamine
LP14717-0,Doxepin,'doxepin',doxepin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4710,COMPONENT,ACTIVE,NA,doxepin
LP14992-9,Doxycycline,'doxycycline',doxycycline,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_50845,COMPONENT,ACTIVE,NA,doxycycline
LP36885-9,DPYD gene,'DPYD',DPYD,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000001806,COMPONENT,ACTIVE,NA,DPYD
LP14238-7,Eastern equine encephalitis virus,'Eastern equine encephalitis virus',Eastern equine encephalitis virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11021,COMPONENT,ACTIVE,NA,Eastern equine encephalitis virus
LP16047-0,Benzoylecgonine,'ecgonine benzoate',ecgonine benzoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_41001,COMPONENT,ACTIVE,NA,ecgonine benzoate
LP16690-7,Echinococcus sp,'Echinococcus',Echinococcus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_6209,COMPONENT,ACTIVE,NA,Echinococcus
LP17676-5,Burr cells,'echinocyte',echinocyte,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0002155,COMPONENT,ACTIVE,NA,echinocyte
LP17173-3,Echovirus 11,'Echovirus E11',Echovirus E11,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12078,COMPONENT,ACTIVE,NA,Echovirus E11
LP17115-4,Echovirus 30,'Echovirus E30',Echovirus E30,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_41846,COMPONENT,ACTIVE,NA,Echovirus E30
LP16695-6,Echovirus 6,'Echovirus E6',Echovirus E6,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12062,COMPONENT,ACTIVE,NA,Echovirus E6
LP14390-6,Echovirus 7,'Echovirus E7',Echovirus E7,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_46018,COMPONENT,ACTIVE,NA,Echovirus E7
LP16696-4,Echovirus 9,'Echovirus E9',Echovirus E9,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12060,COMPONENT,ACTIVE,NA,Echovirus E9
LP19695-3,EGFR gene,'EGFR',EGFR,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000001956,COMPONENT,ACTIVE,NA,EGFR
LP29287-7,Egg yolk,'egg yolk',egg yolk,TRUE,TRUE,http://purl.obolibrary.org/obo/UBERON_0007378,COMPONENT,ACTIVE,NA,egg yolk
LP14440-9,Ehrlichia chaffeensis,'Ehrlichia chaffeensis',Ehrlichia chaffeensis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_945,COMPONENT,ACTIVE,NA,Ehrlichia chaffeensis
LP63456-5,Ehrlichia ewingii,'Ehrlichia ewingii',Ehrlichia ewingii,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_947,COMPONENT,ACTIVE,NA,Ehrlichia ewingii
LP17119-6,Ehrlichia sp,'Ehrlichia sp.',Ehrlichia sp.,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_29502,COMPONENT,ACTIVE,NA,Ehrlichia sp.
LP14563-8,Endomysium,'endomysium',endomysium,TRUE,TRUE,http://purl.obolibrary.org/obo/UBERON_0011895,COMPONENT,ACTIVE,NA,endomysium
LP16698-0,Entamoeba histolytica,'Entamoeba histolytica',Entamoeba histolytica,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_5759,COMPONENT,ACTIVE,NA,Entamoeba histolytica
LP16864-8,Enterovirus,'Enterovirus',Enterovirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12059,COMPONENT,ACTIVE,NA,Enterovirus
LP20810-5,Eosinophil cationic protein (ECP),'eosinophil cationic protein',eosinophil cationic protein,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000014047,COMPONENT,ACTIVE,NA,eosinophil cationic protein
LP14539-8,Eosinophils,'eosinophil',eosinophil,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000771,COMPONENT,ACTIVE,NA,eosinophil
LP7536-8,Red Blood Cells,'erythrocyte specimen',erythrocyte specimen,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0000756,SYSTEM,ACTIVE,NA,erythrocyte specimen
LP14304-7,Erythrocytes,'erythrocyte',erythrocyte,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000232,COMPONENT,ACTIVE,NA,erythrocyte
LP15554-6,Erythropoietin,'Erythropoietin',Erythropoietin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_81579,COMPONENT,ACTIVE,NA,Erythropoietin
LP14899-6,Escherichia coli O157:H7,'Escherichia coli O157:H7',Escherichia coli O157:H7,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_83334,COMPONENT,ACTIVE,NA,Escherichia coli O157:H7
LP36684-6,Escherichia coli O157,'Escherichia coli O157',Escherichia coli O157,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_1045010,COMPONENT,ACTIVE,NA,Escherichia coli O157
LP16131-2,Estazolam,'estazolam',estazolam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4858,COMPONENT,ACTIVE,NA,estazolam
LP14497-9,Estradiol,'estradiol',estradiol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_23965,COMPONENT,ACTIVE,NA,estradiol
LP15558-7,Estriol,'estriol',estriol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_27974,COMPONENT,ACTIVE,NA,estriol
LP14661-0,Estrogen,'estrogen',estrogen,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_50114,COMPONENT,ACTIVE,NA,estrogen
LP15560-3,Estrone,'estrone',estrone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17263,COMPONENT,ACTIVE,NA,estrone
LP15625-4,Ethambutol,'ethambutol',ethambutol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4877,COMPONENT,ACTIVE,NA,ethambutol
LP14348-4,Ethanol,'ethanol',ethanol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16236,COMPONENT,ACTIVE,NA,ethanol
LP15562-9,Ethanolamine,'ethanolamine',ethanolamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16000,COMPONENT,ACTIVE,NA,ethanolamine
LP16135-3,Ethchlorvynol,'ethchlorvynol',ethchlorvynol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4882,COMPONENT,ACTIVE,NA,ethchlorvynol
LP17271-5,Ethionamide,'ethionamide',ethionamide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4885,COMPONENT,ACTIVE,NA,ethionamide
LP16137-9,Ethosuximide,'ethosuximide',ethosuximide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4887,COMPONENT,ACTIVE,NA,ethosuximide
LP16138-7,Ethotoin,'ethotoin',ethotoin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4888,COMPONENT,ACTIVE,NA,ethotoin
LP36909-7,Ethyl glucuronide,'ethyl glucuronide',ethyl glucuronide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_87248,COMPONENT,ACTIVE,NA,ethyl glucuronide
LP14106-6,Ethylene glycol,'ethylene glycol',ethylene glycol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_30742,COMPONENT,ACTIVE,NA,ethylene glycol
LP15563-7,Ethylmalonate,'ethylmalonate',ethylmalonate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_132938,COMPONENT,ACTIVE,NA,ethylmalonate
LP65523-0,Everolimus,'everolimus',everolimus,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_68478,COMPONENT,ACTIVE,NA,everolimus
LP7218-3,Eye,'eye specimen',eye specimen,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0000763,SYSTEM,ACTIVE,NA,eye specimen
LP14459-9,F2 gene,'F2',F2,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000002147,COMPONENT,ACTIVE,NA,F2
LP14050-6,Buckwheat (Fagopyrum esculentum),'Fagopyrum esculentum',Fagopyrum esculentum,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_3617,COMPONENT,ACTIVE,NA,Fagopyrum esculentum
LP14424-3,American Beech (Fagus grandifolia),'Fagus grandifolia',Fagus grandifolia,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_60423,COMPONENT,ACTIVE,NA,Fagus grandifolia
LP30748-5,FANCC gene,'FANCC',FANCC,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000002176,COMPONENT,ACTIVE,NA,FANCC
LP14488-8,Fatty acids,'fatty acid',fatty acid,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_35366,COMPONENT,ACTIVE,NA,fatty acid
LP16853-1,Fatty casts,'Fatty casts',Fatty casts,TRUE,TRUE,http://purl.obolibrary.org/obo/HP_0031203,COMPONENT,ACTIVE,NA,Fatty casts
LP7604-4,Stool,'feces specimen',feces specimen,TRUE,TRUE,http://purl.obolibrary.org/obo/OBI_0002503,SYSTEM,ACTIVE,NA,feces specimen
LP17239-2,Felbamate,'felbamate',felbamate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_4995,COMPONENT,ACTIVE,NA,felbamate
LP15167-7,fentaNYL,'fentanyl',fentanyl,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_119915,COMPONENT,ACTIVE,NA,fentanyl
LP15568-6,Ferritin,'Ferritin',Ferritin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_82594,COMPONENT,ACTIVE,NA,Ferritin
LP19704-3,FGFR2 gene,'FGFR2',FGFR2,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000002263,COMPONENT,ACTIVE,NA,FGFR2
LP14704-8,Fibrinogen,'Fibrinogen',Fibrinogen,TRUE,TRUE,http://purl.obolibrary.org/obo/DRON_00018213,COMPONENT,ACTIVE,NA,Fibrinogen
LP40488-6,Fibroblast growth factor 23,'fibroblast growth factor 23',fibroblast growth factor 23,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000007493,COMPONENT,ACTIVE,NA,fibroblast growth factor 23
LP14814-5,Filaria,'Filaria',Filaria,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_221949,COMPONENT,ACTIVE,NA,Filaria
LP16148-6,Flecainide,'flecainide',flecainide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_75984,COMPONENT,ACTIVE,NA,flecainide
LP14993-7,Fluconazole,'fluconazole',fluconazole,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_46081,COMPONENT,ACTIVE,NA,fluconazole
LP14376-5,5-Fluorocytosine,'flucytosine',flucytosine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5100,COMPONENT,ACTIVE,NA,flucytosine
LP35868-6,Fludrocortisone,'fludrocortisone',fludrocortisone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_50885,COMPONENT,ACTIVE,NA,fludrocortisone
LP35869-4,Flunisolide,'flunisolide',flunisolide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5106,COMPONENT,ACTIVE,NA,flunisolide
LP35870-2,Fluorometholone,'fluorometholone',fluorometholone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_31625,COMPONENT,ACTIVE,NA,fluorometholone
LP14381-5,FLUoxetine,'fluoxetine',fluoxetine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5118,COMPONENT,ACTIVE,NA,fluoxetine
LP16153-6,Flurazepam,'flurazepam',flurazepam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5128,COMPONENT,ACTIVE,NA,flurazepam
LP35871-0,Fluticasone propionate,'fluticasone propionate',fluticasone propionate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_31441,COMPONENT,ACTIVE,NA,fluticasone propionate
LP33555-1,FMR1 gene,'FMR1',FMR1,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000002332,COMPONENT,ACTIVE,NA,FMR1
LP15575-1,Folate,'folates',folates,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_67011,COMPONENT,ACTIVE,NA,folates
LP14499-5,Follitropin,'Follicle stimulating hormone',Follicle stimulating hormone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_81569,COMPONENT,ACTIVE,NA,Follicle stimulating hormone
LP17079-2,Strawberry (Fragaria vesca),'Fragaria vesca',Fragaria vesca,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_57918,COMPONENT,ACTIVE,NA,Fragaria vesca
LP14119-9,Francisella tularensis,'Francisella tularensis',Francisella tularensis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_263,COMPONENT,ACTIVE,NA,Francisella tularensis
LP14430-0,White Ash (Fraxinus americana),'Fraxinus americana',Fraxinus americana,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_38872,COMPONENT,ACTIVE,NA,Fraxinus americana
LP74071-9,Frequency,'Frequency',Frequency,TRUE,TRUE,http://purl.obolibrary.org/obo/HP_0040279,COMPONENT,ACTIVE,NA,Frequency
LP15578-5,Fructosamine,'fructosamine',fructosamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_24103,COMPONENT,ACTIVE,NA,fructosamine
LP16155-1,Furosemide,'furosemide',furosemide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_47426,COMPONENT,ACTIVE,NA,furosemide
LP17989-2,Gabapentin,'gabapentin',gabapentin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_42797,COMPONENT,ACTIVE,NA,gabapentin
LP13956-5,Codfish (Gadus morhua),'Gadus morhua',Gadus morhua,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_8049,COMPONENT,ACTIVE,NA,Gadus morhua
LP33203-8,Galactomannan,'galactomannan',galactomannan,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_27680,COMPONENT,ACTIVE,NA,galactomannan
LP15263-4,Galactose,'galactose',galactose,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28260,COMPONENT,ACTIVE,NA,galactose
LP15588-4,Gamma aminobutyrate,'gamma-aminobutyrate',gamma-aminobutyrate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_30566,COMPONENT,ACTIVE,NA,gamma-aminobutyrate
LP33070-1,Gamma Linolenate (C18:3w6),'gamma-linolenate',gamma-linolenate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_32391,COMPONENT,ACTIVE,NA,gamma-linolenate
LP15741-9,Ganciclovir,'ganciclovir',ganciclovir,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_465284,COMPONENT,ACTIVE,NA,ganciclovir
LP17121-2,Gardnerella vaginalis,'Gardnerella vaginalis',Gardnerella vaginalis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_2702,COMPONENT,ACTIVE,NA,Gardnerella vaginalis
LP14665-1,Gastrin,'gastrin',gastrin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_75436,COMPONENT,ACTIVE,NA,gastrin
LP15747-6,Gentamicin,'gentamycin',gentamycin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17833,COMPONENT,ACTIVE,NA,gentamycin
LP14122-3,Giardia lamblia,'Giardia intestinalis',Giardia intestinalis,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_5741,COMPONENT,ACTIVE,NA,Giardia intestinalis
LP31872-2,GLA gene,'GLA',GLA,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000002717,COMPONENT,ACTIVE,NA,GLA
LP35577-3,Glimepride,'glimepiride',glimepiride,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5383,COMPONENT,ACTIVE,NA,glimepiride
LP14719-6,Glipizide,'glipizide',glipizide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5384,COMPONENT,ACTIVE,NA,glipizide
LP14667-7,Glucagon,'glucagon',glucagon,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5391,COMPONENT,ACTIVE,NA,glucagon
LP15601-5,Glucose-6-Phosphate dehydrogenase,'glucose-6-phosphate dehydrogenase',glucose-6-phosphate dehydrogenase,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000050060,COMPONENT,ACTIVE,NA,glucose-6-phosphate dehydrogenase
LP14635-4,Glucose,'glucose',glucose,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17234,COMPONENT,ACTIVE,NA,glucose
LP15605-6,Glutamate,'glutamic acid',glutamic acid,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_18237,COMPONENT,ACTIVE,NA,glutamic acid
LP15609-8,Glutamine,'glutamine',glutamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_28300,COMPONENT,ACTIVE,NA,glutamine
LP18437-1,Glutarate,'glutarate',glutarate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_24329,COMPONENT,ACTIVE,NA,glutarate
LP14720-4,Glyburide,'glyburide',glyburide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5441,COMPONENT,ACTIVE,NA,glyburide
LP17071-9,Soybean (Glycine max),'Glycine max',Glycine max,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_3847,COMPONENT,ACTIVE,NA,Glycine max
LP15620-5,Glycine,'glycine',glycine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_15428,COMPONENT,ACTIVE,NA,glycine
LP16822-6,Gold,'gold atom',gold atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_29287,COMPONENT,ACTIVE,NA,gold atom
LP16856-4,Granular casts,'Granular casts',Granular casts,TRUE,TRUE,http://purl.obolibrary.org/obo/HP_0031201,COMPONENT,ACTIVE,NA,Granular casts
LP18643-4,Granulocytes,'granulocyte',granulocyte,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000094,COMPONENT,ACTIVE,NA,granulocyte
LP14695-8,Somatotropin,'growth hormone',growth hormone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_37845,COMPONENT,ACTIVE,NA,growth hormone
